t,x,y,z
0.017,-27.2603,-1.4993,0.5000
0.027,-27.2454,-1.4993,0.5000
0.037,-27.2305,-1.4992,0.5000
0.047,-27.2156,-1.4992,0.5000
0.057,-27.2007,-1.4992,0.5000
0.067,-27.1858,-1.4991,0.5000
0.077,-27.1708,-1.4991,0.5000
0.087,-27.1558,-1.4990,0.5000
0.097,-27.1408,-1.4990,0.5000
0.107,-27.1258,-1.4989,0.5000
0.117,-27.1108,-1.4989,0.5000
0.127,-27.0958,-1.4989,0.5000
0.137,-27.0807,-1.4988,0.5000
0.147,-27.0657,-1.4988,0.5000
0.157,-27.0506,-1.4987,0.5000
0.167,-27.0355,-1.4987,0.5000
0.177,-27.0204,-1.4986,0.5000
0.187,-27.0053,-1.4986,0.5000
0.197,-26.9903,-1.4985,0.5000
0.207,-26.9752,-1.4984,0.5000
0.217,-26.9601,-1.4984,0.5000
0.227,-26.9449,-1.4983,0.5000
0.237,-26.9298,-1.4983,0.5000
0.247,-26.9147,-1.4982,0.5000
0.257,-26.8995,-1.4982,0.5000
0.267,-26.8845,-1.4981,0.5000
0.277,-26.8692,-1.4980,0.5000
0.287,-26.8542,-1.4980,0.5000
0.297,-26.8390,-1.4979,0.5000
0.307,-26.8238,-1.4978,0.5000
0.317,-26.8087,-1.4978,0.5000
0.327,-26.7935,-1.4977,0.5000
0.337,-26.7784,-1.4976,0.5000
0.347,-26.7632,-1.4976,0.5000
0.357,-26.7480,-1.4975,0.5000
0.367,-26.7329,-1.4974,0.5000
0.377,-26.7178,-1.4973,0.5000
0.387,-26.7026,-1.4973,0.5000
0.397,-26.6875,-1.4972,0.5000
0.407,-26.6723,-1.4971,0.5000
0.417,-26.6572,-1.4970,0.5000
0.427,-26.6421,-1.4969,0.5000
0.437,-26.6269,-1.4969,0.5000
0.447,-26.6118,-1.4968,0.5000
0.457,-26.5967,-1.4967,0.5000
0.467,-26.5816,-1.4966,0.5000
0.477,-26.5663,-1.4965,0.5000
0.487,-26.5514,-1.4964,0.5000
0.497,-26.5363,-1.4964,0.5000
0.507,-26.5212,-1.4963,0.5000
0.517,-26.5061,-1.4962,0.5000
0.527,-26.4910,-1.4961,0.5000
0.537,-26.4760,-1.4960,0.5000
0.547,-26.4609,-1.4959,0.5000
0.557,-26.4459,-1.4958,0.5000
0.567,-26.4308,-1.4957,0.5000
0.577,-26.4158,-1.4956,0.5000
0.587,-26.4008,-1.4955,0.5000
0.597,-26.3858,-1.4954,0.5000
0.607,-26.3708,-1.4953,0.5000
0.617,-26.3556,-1.4952,0.5000
0.627,-26.3409,-1.4951,0.5000
0.637,-26.3259,-1.4950,0.5000
0.647,-26.3110,-1.4949,0.5000
0.657,-26.2960,-1.4948,0.5000
0.667,-26.2811,-1.4947,0.5000
0.677,-26.2663,-1.4946,0.5000
0.687,-26.2515,-1.4945,0.5000
0.697,-26.2366,-1.4944,0.5000
0.707,-26.2218,-1.4943,0.5000
0.717,-26.2070,-1.4942,0.5000
0.727,-26.1923,-1.4941,0.5000
0.737,-26.1775,-1.4940,0.5000
0.747,-26.1628,-1.4938,0.5000
0.757,-26.1482,-1.4937,0.5000
0.767,-26.1335,-1.4936,0.5000
0.777,-26.1189,-1.4935,0.5000
0.787,-26.1043,-1.4934,0.5000
0.797,-26.0897,-1.4933,0.5000
0.807,-26.0752,-1.4932,0.5000
0.817,-26.0607,-1.4931,0.5000
0.827,-26.0462,-1.4930,0.5000
0.837,-26.0317,-1.4929,0.5000
