t,x,y,z,vx,vy,vz,ax,ay,az
0.022,-24.6807,2.9966,0.5000,1.3851,-0.0152,0.0000,-0.0362,-0.0370,0.0000
0.032,-24.6669,2.9964,0.5000,1.3847,-0.0156,0.0000,-0.0443,-0.0369,0.0000
0.042,-24.6530,2.9963,0.5000,1.3842,-0.0160,0.0000,-0.0520,-0.0368,0.0000
0.052,-24.6392,2.9961,0.5000,1.3836,-0.0163,0.0000,-0.0596,-0.0366,0.0000
0.062,-24.6254,2.9960,0.5000,1.3830,-0.0167,0.0000,-0.0668,-0.0365,0.0000
0.072,-24.6115,2.9958,0.5000,1.3823,-0.0170,0.0000,-0.0738,-0.0363,0.0000
0.082,-24.5977,2.9956,0.5000,1.3815,-0.0174,0.0000,-0.0805,-0.0361,0.0000
0.092,-24.5839,2.9954,0.5000,1.3807,-0.0178,0.0000,-0.0869,-0.0359,0.0000
0.102,-24.5701,2.9953,0.5000,1.3798,-0.0181,0.0000,-0.0931,-0.0357,0.0000
0.112,-24.5563,2.9951,0.5000,1.3788,-0.0185,0.0000,-0.0990,-0.0355,0.0000
0.122,-24.5425,2.9949,0.5000,1.3778,-0.0188,0.0000,-0.1047,-0.0352,0.0000
0.132,-24.5288,2.9947,0.5000,1.3767,-0.0192,0.0000,-0.1101,-0.0350,0.0000
0.142,-24.5150,2.9945,0.5000,1.3756,-0.0195,0.0000,-0.1153,-0.0347,0.0000
0.152,-24.5013,2.9943,0.5000,1.3744,-0.0199,0.0000,-0.1202,-0.0344,0.0000
0.162,-24.4875,2.9941,0.5000,1.3732,-0.0202,0.0000,-0.1249,-0.0341,0.0000
0.172,-24.4738,2.9939,0.5000,1.3719,-0.0206,0.0000,-0.1294,-0.0337,0.0000
0.182,-24.4601,2.9937,0.5000,1.3706,-0.0209,0.0000,-0.1336,-0.0334,0.0000
0.192,-24.4464,2.9935,0.5000,1.3693,-0.0212,0.0000,-0.1376,-0.0330,0.0000
0.202,-24.4327,2.9933,0.5000,1.3679,-0.0216,0.0000,-0.1414,-0.0327,0.0000
0.212,-24.4190,2.9931,0.5000,1.3664,-0.0219,0.0000,-0.1449,-0.0323,0.0000
0.222,-24.4054,2.9928,0.5000,1.3650,-0.0222,0.0000,-0.1483,-0.0319,0.0000
0.232,-24.3917,2.9926,0.5000,1.3635,-0.0225,0.0000,-0.1514,-0.0315,0.0000
0.242,-24.3781,2.9924,0.5000,1.3619,-0.0228,0.0000,-0.1543,-0.0310,0.0000
0.252,-24.3645,2.9922,0.5000,1.3604,-0.0231,0.0000,-0.1570,-0.0306,0.0000
0.262,-24.3509,2.9919,0.5000,1.3588,-0.0234,0.0000,-0.1595,-0.0301,0.0000
0.272,-24.3373,2.9917,0.5000,1.3572,-0.0237,0.0000,-0.1618,-0.0297,0.0000
0.282,-24.3238,2.9914,0.5000,1.3556,-0.0240,0.0000,-0.1639,-0.0292,0.0000
