t,x,y,z
0.001,-25.2100,-0.0003,0.5000
0.011,-25.2019,-0.0003,0.5000
0.021,-25.1938,-0.0003,0.5000
0.031,-25.1856,-0.0003,0.5000
0.041,-25.1775,-0.0003,0.5000
0.051,-25.1693,-0.0003,0.5000
0.061,-25.1611,-0.0003,0.5000
0.071,-25.1529,-0.0003,0.5000
0.081,-25.1447,-0.0003,0.5000
0.091,-25.1365,-0.0004,0.5000
0.101,-25.1283,-0.0004,0.5000
0.111,-25.1200,-0.0004,0.5000
0.121,-25.1118,-0.0004,0.5000
0.131,-25.1035,-0.0004,0.5000
0.141,-25.0953,-0.0004,0.5000
0.151,-25.0870,-0.0004,0.5000
0.161,-25.0787,-0.0004,0.5000
0.171,-25.0704,-0.0005,0.5000
0.181,-25.0620,-0.0005,0.5000
0.191,-25.0537,-0.0005,0.5000
0.201,-25.0454,-0.0005,0.5000
0.211,-25.0371,-0.0005,0.5000
0.221,-25.0287,-0.0005,0.5000
0.231,-25.0204,-0.0005,0.5000
0.241,-25.0120,-0.0005,0.5000
0.251,-25.0036,-0.0006,0.5000
0.261,-24.9953,-0.0006,0.5000
0.271,-24.9869,-0.0006,0.5000
0.281,-24.9785,-0.0006,0.5000
0.291,-24.9701,-0.0006,0.5000
0.301,-24.9617,-0.0006,0.5000
0.311,-24.9533,-0.0006,0.5000
0.321,-24.9448,-0.0006,0.5000
0.331,-24.9364,-0.0007,0.5000
0.341,-24.9280,-0.0007,0.5000
0.351,-24.9195,-0.0007,0.5000
0.361,-24.9111,-0.0007,0.5000
0.371,-24.9026,-0.0007,0.5000
0.381,-24.8942,-0.0007,0.5000
0.391,-24.8857,-0.0008,0.5000
0.401,-24.8773,-0.0008,0.5000
0.411,-24.8688,-0.0008,0.5000
0.421,-24.8603,-0.0008,0.5000
0.431,-24.8518,-0.0008,0.5000
0.441,-24.8433,-0.0008,0.5000
0.451,-24.8433,-0.0008,0.5000
0.461,-24.8264,-0.0009,0.5000
0.471,-24.8179,-0.0009,0.5000
0.481,-24.8179,-0.0009,0.5000
0.491,-24.8008,-0.0009,0.5000
0.501,-24.7923,-0.0010,0.5000
0.511,-24.7838,-0.0010,0.5000
0.521,-24.7753,-0.0010,0.5000
0.531,-24.7668,-0.0010,0.5000
0.541,-24.7582,-0.0010,0.5000
0.551,-24.7497,-0.0011,0.5000
0.561,-24.7412,-0.0011,0.5000
