t,x,y,z,vx,vy,vz,ax,ay,az
0.028,-25.3429,3.0000,0.5000,0.8202,-0.0000,0.0000,0.3175,-0.0000,0.0000
0.038,-25.3347,3.0000,0.5000,0.8233,-0.0000,0.0000,0.3133,-0.0000,0.0000
0.048,-25.3265,3.0000,0.5000,0.8264,-0.0000,0.0000,0.3091,-0.0000,0.0000
0.058,-25.3182,3.0000,0.5000,0.8295,-0.0000,0.0000,0.3049,-0.0000,0.0000
0.068,-25.3099,3.0000,0.5000,0.8325,-0.0000,0.0000,0.3007,-0.0000,0.0000
0.078,-25.3016,3.0000,0.5000,0.8355,-0.0000,0.0000,0.2966,-0.0000,0.0000
0.088,-25.2932,3.0000,0.5000,0.8385,-0.0000,0.0000,0.2925,-0.0000,0.0000
0.098,-25.2848,3.0000,0.5000,0.8414,-0.0000,0.0000,0.2885,-0.0000,0.0000
0.108,-25.2764,3.0000,0.5000,0.8442,-0.0000,0.0000,0.2845,-0.0000,0.0000
0.118,-25.2679,3.0000,0.5000,0.8470,-0.0000,0.0000,0.2805,-0.0000,0.0000
0.128,-25.2594,3.0000,0.5000,0.8498,-0.0000,0.0000,0.2765,-0.0000,0.0000
0.138,-25.2509,3.0000,0.5000,0.8526,-0.0000,0.0000,0.2726,-0.0000,0.0000
0.148,-25.2423,3.0000,0.5000,0.8553,-0.0000,0.0000,0.2687,-0.0000,0.0000
0.158,-25.2338,3.0000,0.5000,0.8580,-0.0000,0.0000,0.2648,-0.0000,0.0000
0.168,-25.2252,3.0000,0.5000,0.8606,-0.0000,0.0000,0.2610,-0.0000,0.0000
0.178,-25.2166,3.0000,0.5000,0.8632,-0.0000,0.0000,0.2572,-0.0000,0.0000
0.188,-25.2079,3.0000,0.5000,0.8657,-0.0000,0.0000,0.2534,-0.0000,0.0000
0.198,-25.1993,3.0000,0.5000,0.8682,-0.0000,0.0000,0.2497,-0.0000,0.0000
0.208,-25.1906,3.0000,0.5000,0.8707,-0.0000,0.0000,0.2460,-0.0000,0.0000
0.218,-25.1818,3.0000,0.5000,0.8732,-0.0000,0.0000,0.2423,-0.0000,0.0000
0.228,-25.1731,3.0000,0.5000,0.8756,-0.0000,0.0000,0.2387,-0.0000,0.0000
0.238,-25.1643,3.0000,0.5000,0.8779,-0.0000,0.0000,0.2350,-0.0000,0.0000
0.248,-25.1555,3.0000,0.5000,0.8803,-0.0000,0.0000,0.2315,-0.0000,0.0000
0.258,-25.1467,3.0000,0.5000,0.8826,-0.0000,0.0000,0.2279,-0.0000,0.0000
