t,x,y,z,vx,vy,vz,ax,ay,az
0.002,-21.8879,-1.4823,0.5000,1.4190,0.0606,0.0000,-0.0440,0.0981,0.0000
0.012,-21.8737,-1.4817,0.5000,1.4185,0.0615,0.0000,-0.0494,0.0969,0.0000
0.022,-21.8595,-1.4811,0.5000,1.4180,0.0625,0.0000,-0.0546,0.0956,0.0000
0.032,-21.8453,-1.4805,0.5000,1.4174,0.0634,0.0000,-0.0597,0.0942,0.0000
0.042,-21.8312,-1.4798,0.5000,1.4168,0.0644,0.0000,-0.0645,0.0929,0.0000
0.052,-21.8170,-1.4792,0.5000,1.4162,0.0653,0.0000,-0.0691,0.0914,0.0000
0.062,-21.8029,-1.4785,0.5000,1.4154,0.0662,0.0000,-0.0736,0.0899,0.0000
0.072,-21.7887,-1.4779,0.5000,1.4147,0.0671,0.0000,-0.0779,0.0884,0.0000
0.082,-21.7745,-1.4772,0.5000,1.4139,0.0680,0.0000,-0.0820,0.0869,0.0000
0.092,-21.7604,-1.4765,0.5000,1.4130,0.0688,0.0000,-0.0859,0.0853,0.0000
0.102,-21.7463,-1.4758,0.5000,1.4122,0.0697,0.0000,-0.0896,0.0836,0.0000
0.112,-21.7322,-1.4751,0.5000,1.4113,0.0705,0.0000,-0.0931,0.0819,0.0000
0.122,-21.7181,-1.4744,0.5000,1.4103,0.0713,0.0000,-0.0965,0.0802,0.0000
0.132,-21.7039,-1.4737,0.5000,1.4093,0.0721,0.0000,-0.0997,0.0785,0.0000
0.142,-21.6899,-1.4730,0.5000,1.4083,0.0729,0.0000,-0.1028,0.0767,0.0000
0.152,-21.6758,-1.4722,0.5000,1.4073,0.0737,0.0000,-0.1057,0.0749,0.0000
0.162,-21.6615,-1.4715,0.5000,1.4062,0.0744,0.0000,-0.1084,0.0730,0.0000
0.172,-21.6477,-1.4707,0.5000,1.4051,0.0751,0.0000,-0.1109,0.0711,0.0000
0.182,-21.6336,-1.4700,0.5000,1.4040,0.0758,0.0000,-0.1134,0.0692,0.0000
0.192,-21.6196,-1.4692,0.5000,1.4028,0.0765,0.0000,-0.1156,0.0673,0.0000
0.202,-21.6056,-1.4685,0.5000,1.4017,0.0772,0.0000,-0.1177,0.0653,0.0000
0.212,-21.5916,-1.4677,0.5000,1.4005,0.0778,0.0000,-0.1197,0.0633,0.0000
0.222,-21.5775,-1.4669,0.5000,1.3993,0.0784,0.0000,-0.1215,0.0613,0.0000
0.232,-21.5636,-1.4661,0.5000,1.3981,0.0790,0.0000,-0.1232,0.0592,0.0000
0.242,-21.5496,-1.4653,0.5000,1.3968,0.0796,0.0000,-0.1247,0.0572,0.0000
0.252,-21.5356,-1.4645,0.5000,1.3956,0.0802,0.0000,-0.1262,0.0551,0.0000
0.262,-21.5217,-1.4637,0.5000,1.3943,0.0807,0.0000,-0.1274,0.0529,0.0000
0.272,-21.5077,-1.4629,0.5000,1.3930,0.0812,0.0000,-0.1286,0.0508,0.0000
0.282,-21.4938,-1.4621,0.5000,1.3917,0.0817,0.0000,-0.1296,0.0486,0.0000
0.292,-21.4799,-1.4613,0.5000,1.3904,0.0822,0.0000,-0.1305,0.0465,0.0000
0.302,-21.4660,-1.4605,0.5000,1.3891,0.0827,0.0000,-0.1313,0.0443,0.0000
0.312,-21.4521,-1.4596,0.5000,1.3878,0.0831,0.0000,-0.1320,0.0420,0.0000
0.322,-21.4383,-1.4588,0.5000,1.3865,0.0835,0.0000,-0.1325,0.0398,0.0000
0.332,-21.4244,-1.4580,0.5000,1.3851,0.0839,0.0000,-0.1329,0.0376,0.0000
0.342,-21.4104,-1.4571,0.5000,1.3838,0.0843,0.0000,-0.1333,0.0353,0.0000
0.352,-21.3967,-1.4563,0.5000,1.3825,0.0846,0.0000,-0.1335,0.0330,0.0000
0.362,-21.3824,-1.4554,0.5000,1.3811,0.0849,0.0000,-0.1336,0.0307,0.0000
0.372,-21.3691,-1.4546,0.5000,1.3798,0.0852,0.0000,-0.1336,0.0285,0.0000
0.382,-21.3553,-1.4537,0.5000,1.3785,0.0855,0.0000,-0.1336,0.0262,0.0000
0.392,-21.3415,-1.4529,0.5000,1.3771,0.0857,0.0000,-0.1334,0.0239,0.0000
0.402,-21.3278,-1.4520,0.5000,1.3758,0.0860,0.0000,-0.1331,0.0215,0.0000
