t,x,y,z
0.007,-27.1499,-1.5001,0.5000
0.017,-27.1356,-1.5001,0.5000
0.027,-27.1214,-1.5001,0.5000
0.037,-27.1073,-1.5001,0.5000
0.047,-27.0931,-1.5001,0.5000
0.057,-27.0789,-1.5001,0.5000
0.067,-27.0647,-1.5001,0.5000
0.077,-27.0506,-1.5001,0.5000
0.087,-27.0364,-1.5001,0.5000
0.097,-27.0222,-1.5001,0.5000
0.107,-27.0080,-1.5001,0.5000
0.117,-26.9939,-1.5001,0.5000
0.127,-26.9797,-1.5001,0.5000
0.137,-26.9656,-1.5001,0.5000
0.147,-26.9515,-1.5002,0.5000
0.157,-26.9374,-1.5002,0.5000
0.167,-26.9233,-1.5002,0.5000
0.177,-26.9092,-1.5002,0.5000
0.187,-26.8951,-1.5002,0.5000
0.197,-26.8811,-1.5002,0.5000
0.207,-26.8670,-1.5002,0.5000
0.217,-26.8529,-1.5002,0.5000
0.227,-26.8389,-1.5002,0.5000
0.237,-26.8249,-1.5002,0.5000
0.247,-26.8108,-1.5002,0.5000
0.257,-26.7968,-1.5002,0.5000
0.267,-26.7828,-1.5002,0.5000
0.277,-26.7688,-1.5002,0.5000
0.287,-26.7548,-1.5002,0.5000
0.297,-26.7409,-1.5002,0.5000
0.307,-26.7269,-1.5002,0.5000
0.317,-26.7130,-1.5002,0.5000
0.327,-26.6990,-1.5002,0.5000
0.337,-26.6852,-1.5003,0.5000
0.347,-26.6713,-1.5003,0.5000
0.357,-26.6574,-1.5003,0.5000
0.367,-26.6435,-1.5003,0.5000
0.377,-26.6296,-1.5003,0.5000
0.387,-26.6158,-1.5003,0.5000
0.397,-26.6020,-1.5003,0.5000
0.407,-26.5881,-1.5003,0.5000
0.417,-26.5743,-1.5003,0.5000
0.427,-26.5605,-1.5003,0.5000
0.437,-26.5468,-1.5003,0.5000
0.447,-26.5330,-1.5003,0.5000
0.457,-26.5193,-1.5003,0.5000
0.467,-26.5055,-1.5003,0.5000
0.477,-26.4918,-1.5003,0.5000
0.487,-26.4780,-1.5003,0.5000
0.497,-26.4643,-1.5003,0.5000
0.507,-26.4506,-1.5004,0.5000
0.517,-26.4370,-1.5004,0.5000
0.527,-26.4233,-1.5004,0.5000
0.537,-26.4097,-1.5004,0.5000
0.547,-26.3960,-1.5004,0.5000
0.557,-26.3824,-1.5005,0.5000
0.567,-26.3688,-1.5005,0.5000
0.577,-26.3552,-1.5005,0.5000
0.587,-26.3416,-1.5006,0.5000
0.597,-26.3281,-1.5006,0.5000
0.607,-26.3145,-1.5006,0.5000
0.617,-26.3010,-1.5007,0.5000
0.627,-26.2875,-1.5007,0.5000
0.637,-26.2740,-1.5008,0.5000
0.647,-26.2605,-1.5009,0.5000
0.657,-26.2471,-1.5009,0.5000
0.667,-26.2336,-1.5010,0.5000
0.677,-26.2202,-1.5011,0.5000
0.687,-26.2068,-1.5012,0.5000
0.697,-26.1934,-1.5013,0.5000
0.707,-26.1800,-1.5014,0.5000
0.717,-26.1666,-1.5015,0.5000
0.727,-26.1533,-1.5016,0.5000
0.737,-26.1400,-1.5018,0.5000
0.747,-26.1267,-1.5019,0.5000
0.757,-26.1134,-1.5020,0.5000
0.767,-26.1001,-1.5022,0.5000
0.777,-26.0868,-1.5024,0.5000
0.787,-26.0736,-1.5025,0.5000
0.797,-26.0604,-1.5027,0.5000
0.807,-26.0472,-1.5029,0.5000
0.817,-26.0340,-1.5031,0.5000
0.827,-26.0208,-1.5033,0.5000
0.837,-26.0077,-1.5035,0.5000
0.847,-25.9945,-1.5037,0.5000
0.857,-25.9815,-1.5039,0.5000
