t,x,y,z
0.002,-24.5733,-2.9852,0.5000
0.012,-24.5589,-2.9846,0.5000
0.022,-24.5446,-2.9840,0.5000
0.032,-24.5302,-2.9835,0.5000
0.042,-24.5159,-2.9829,0.5000
0.052,-24.5016,-2.9823,0.5000
0.062,-24.4873,-2.9816,0.5000
0.072,-24.4727,-2.9810,0.5000
0.082,-24.4586,-2.9804,0.5000
0.092,-24.4443,-2.9797,0.5000
0.102,-24.4300,-2.9791,0.5000
0.112,-24.4157,-2.9784,0.5000
0.122,-24.4014,-2.9777,0.5000
0.132,-24.3871,-2.9770,0.5000
0.142,-24.3728,-2.9763,0.5000
0.152,-24.3585,-2.9756,0.5000
0.162,-24.3442,-2.9749,0.5000
0.172,-24.3300,-2.9742,0.5000
0.182,-24.3157,-2.9735,0.5000
0.192,-24.3014,-2.9728,0.5000
0.202,-24.2872,-2.9720,0.5000
0.212,-24.2730,-2.9713,0.5000
0.222,-24.2588,-2.9705,0.5000
0.232,-24.2446,-2.9698,0.5000
0.242,-24.2303,-2.9690,0.5000
0.252,-24.2162,-2.9682,0.5000
0.262,-24.2019,-2.9675,0.5000
0.272,-24.1878,-2.9667,0.5000
0.282,-24.1736,-2.9659,0.5000
0.292,-24.1595,-2.9651,0.5000
0.302,-24.1454,-2.9643,0.5000
0.312,-24.1313,-2.9635,0.5000
0.322,-24.1171,-2.9627,0.5000
0.332,-24.1030,-2.9618,0.5000
0.342,-24.0889,-2.9610,0.5000
0.352,-24.0748,-2.9602,0.5000
0.363,-24.0608,-2.9594,0.5000
0.372,-24.0468,-2.9585,0.5000
0.382,-24.0310,-2.9576,0.5000
0.392,-24.0187,-2.9569,0.5000
0.402,-24.0005,-2.9558,0.5000
0.412,-23.9907,-2.9552,0.5000
0.422,-23.9768,-2.9543,0.5000
0.432,-23.9628,-2.9535,0.5000
0.442,-23.9488,-2.9526,0.5000
0.452,-23.9349,-2.9518,0.5000
0.462,-23.9210,-2.9509,0.5000
0.472,-23.9071,-2.9501,0.5000
0.482,-23.8931,-2.9492,0.5000
0.492,-23.8794,-2.9484,0.5000
0.502,-23.8655,-2.9475,0.5000
0.512,-23.8507,-2.9466,0.5000
0.522,-23.8378,-2.9458,0.5000
0.532,-23.8240,-2.9449,0.5000
0.542,-23.8102,-2.9441,0.5000
0.552,-23.7964,-2.9432,0.5000
0.562,-23.7826,-2.9424,0.5000
0.572,-23.7689,-2.9416,0.5000
0.582,-23.7551,-2.9408,0.5000
0.592,-23.7414,-2.9399,0.5000
0.602,-23.7278,-2.9391,0.5000
0.612,-23.7140,-2.9383,0.5000
0.622,-23.7002,-2.9375,0.5000
0.632,-23.6868,-2.9367,0.5000
0.642,-23.6731,-2.9360,0.5000
0.652,-23.6595,-2.9352,0.5000
0.662,-23.6460,-2.9344,0.5000
0.672,-23.6324,-2.9337,0.5000
0.682,-23.6188,-2.9330,0.5000
0.692,-23.6054,-2.9322,0.5000
0.702,-23.5918,-2.9315,0.5000
0.712,-23.5783,-2.9308,0.5000
0.722,-23.5648,-2.9301,0.5000
0.732,-23.5513,-2.9295,0.5000
0.742,-23.5379,-2.9288,0.5000
0.752,-23.5245,-2.9282,0.5000
0.762,-23.5111,-2.9275,0.5000
0.772,-23.4977,-2.9269,0.5000
0.782,-23.4843,-2.9263,0.5000
0.792,-23.4709,-2.9257,0.5000
0.802,-23.4576,-2.9252,0.5000
0.812,-23.4443,-2.9246,0.5000
0.822,-23.4310,-2.9241,0.5000
0.832,-23.4177,-2.9235,0.5000
0.842,-23.4044,-2.9230,0.5000
0.852,-23.3912,-2.9225,0.5000
0.862,-23.3780,-2.9221,0.5000
0.872,-23.3647,-2.9216,0.5000
0.882,-23.3515,-2.9212,0.5000
0.892,-23.3384,-2.9208,0.5000
0.902,-23.3253,-2.9204,0.5000
0.912,-23.3121,-2.9200,0.5000
0.922,-23.2990,-2.9196,0.5000
0.932,-23.2859,-2.9192,0.5000
0.942,-23.2728,-2.9189,0.5000
0.952,-23.2597,-2.9186,0.5000
0.962,-23.2467,-2.9183,0.5000
0.972,-23.2336,-2.9180,0.5000
0.982,-23.2206,-2.9177,0.5000
0.992,-23.2076,-2.9175,0.5000
1.002,-23.1946,-2.9173,0.5000
1.012,-23.1817,-2.9171,0.5000
1.022,-23.1687,-2.9169,0.5000
1.032,-23.1558,-2.9167,0.5000
1.042,-23.1429,-2.9165,0.5000
1.052,-23.1299,-2.9164,0.5000
1.062,-23.1170,-2.9163,0.5000
1.072,-23.1042,-2.9162,0.5000
1.082,-23.0914,-2.9161,0.5000
1.092,-23.0785,-2.9160,0.5000
1.102,-23.0657,-2.9160,0.5000
