t,x,y,z
0.006,-19.8882,-2.9860,0.5000
0.015,-19.8801,-2.9862,0.5000
0.026,-19.8719,-2.9865,0.5000
0.036,-19.8638,-2.9868,0.5000
0.045,-19.8557,-2.9870,0.5000
0.056,-19.8476,-2.9873,0.5000
0.066,-19.8395,-2.9875,0.5000
0.077,-19.8315,-2.9878,0.5000
0.087,-19.8218,-2.9881,0.5000
0.096,-19.8153,-2.9883,0.5000
0.106,-19.8057,-2.9886,0.5000
0.116,-19.7993,-2.9888,0.5000
0.126,-19.7913,-2.9890,0.5000
0.136,-19.7832,-2.9892,0.5000
0.153,-19.7752,-2.9895,0.5000
0.156,-19.7672,-2.9897,0.5000
0.168,-19.7551,-2.9901,0.5000
0.176,-19.7513,-2.9902,0.5000
0.186,-19.7447,-2.9904,0.5000
0.196,-19.7368,-2.9906,0.5000
0.206,-19.7285,-2.9908,0.5000
0.216,-19.7209,-2.9911,0.5000
0.226,-19.7130,-2.9913,0.5000
0.236,-19.7050,-2.9915,0.5000
0.246,-19.6971,-2.9917,0.5000
0.256,-19.6892,-2.9919,0.5000
0.266,-19.6813,-2.9921,0.5000
0.276,-19.6734,-2.9924,0.5000
0.286,-19.6655,-2.9926,0.5000
0.296,-19.6576,-2.9928,0.5000
0.306,-19.6497,-2.9929,0.5000
0.316,-19.6418,-2.9931,0.5000
0.326,-19.6339,-2.9933,0.5000
0.336,-19.6260,-2.9935,0.5000
0.346,-19.6181,-2.9937,0.5000
0.356,-19.6102,-2.9938,0.5000
0.366,-19.6023,-2.9940,0.5000
0.376,-19.5945,-2.9942,0.5000
0.386,-19.5866,-2.9943,0.5000
0.396,-19.5787,-2.9945,0.5000
0.406,-19.5708,-2.9946,0.5000
0.416,-19.5629,-2.9947,0.5000
0.426,-19.5550,-2.9949,0.5000
0.436,-19.5471,-2.9950,0.5000
0.446,-19.5392,-2.9951,0.5000
0.456,-19.5313,-2.9952,0.5000
0.466,-19.5233,-2.9953,0.5000
0.476,-19.5154,-2.9954,0.5000
0.486,-19.5075,-2.9954,0.5000
0.496,-19.4996,-2.9955,0.5000
0.506,-19.4916,-2.9956,0.5000
0.516,-19.4837,-2.9956,0.5000
0.526,-19.4757,-2.9957,0.5000
0.536,-19.4678,-2.9957,0.5000
0.546,-19.4598,-2.9958,0.5000
0.556,-19.4518,-2.9958,0.5000
0.566,-19.4439,-2.9958,0.5000
0.576,-19.4359,-2.9958,0.5000
0.586,-19.4279,-2.9958,0.5000
0.596,-19.4199,-2.9958,0.5000
0.606,-19.4119,-2.9957,0.5000
0.616,-19.4038,-2.9957,0.5000
0.626,-19.3958,-2.9957,0.5000
0.636,-19.3877,-2.9956,0.5000
0.646,-19.3796,-2.9955,0.5000
0.656,-19.3716,-2.9955,0.5000
0.666,-19.3634,-2.9954,0.5000
0.676,-19.3554,-2.9953,0.5000
0.686,-19.3473,-2.9952,0.5000
0.696,-19.3392,-2.9951,0.5000
0.706,-19.3310,-2.9949,0.5000
0.716,-19.3229,-2.9948,0.5000
0.726,-19.3147,-2.9947,0.5000
0.736,-19.3066,-2.9945,0.5000
0.746,-19.2984,-2.9943,0.5000
0.756,-19.2902,-2.9942,0.5000
0.766,-19.2819,-2.9940,0.5000
0.776,-19.2737,-2.9938,0.5000
0.786,-19.2655,-2.9936,0.5000
0.796,-19.2572,-2.9933,0.5000
0.806,-19.2490,-2.9931,0.5000
0.816,-19.2407,-2.9929,0.5000
0.826,-19.2324,-2.9926,0.5000
