t,x,y,z
0.004,-22.4972,1.4279,0.5000
0.014,-22.4890,1.4281,0.5000
0.024,-22.4807,1.4283,0.5000
0.035,-22.4724,1.4285,0.5000
0.044,-22.4559,1.4290,0.5000
0.054,-22.4559,1.4290,0.5000
0.064,-22.4477,1.4292,0.5000
0.077,-22.4395,1.4294,0.5000
0.087,-22.4313,1.4297,0.5000
0.094,-22.4230,1.4299,0.5000
0.105,-22.4148,1.4301,0.5000
0.114,-22.4066,1.4304,0.5000
0.124,-22.3984,1.4306,0.5000
0.134,-22.3903,1.4308,0.5000
0.147,-22.3821,1.4310,0.5000
0.154,-22.3738,1.4313,0.5000
0.164,-22.3658,1.4315,0.5000
0.174,-22.3576,1.4317,0.5000
0.184,-22.3495,1.4320,0.5000
0.194,-22.3413,1.4322,0.5000
0.204,-22.3332,1.4325,0.5000
0.214,-22.3250,1.4327,0.5000
0.224,-22.3169,1.4329,0.5000
0.234,-22.3088,1.4332,0.5000
0.244,-22.3007,1.4334,0.5000
0.254,-22.2926,1.4337,0.5000
0.264,-22.2845,1.4339,0.5000
0.274,-22.2764,1.4342,0.5000
0.284,-22.2684,1.4345,0.5000
0.294,-22.2603,1.4347,0.5000
0.304,-22.2522,1.4350,0.5000
0.315,-22.2441,1.4353,0.5000
0.324,-22.2361,1.4356,0.5000
0.334,-22.2280,1.4358,0.5000
0.344,-22.2200,1.4361,0.5000
0.354,-22.2119,1.4364,0.5000
0.364,-22.2039,1.4367,0.5000
0.374,-22.1959,1.4370,0.5000
0.384,-22.1878,1.4373,0.5000
0.394,-22.1798,1.4377,0.5000
0.404,-22.1718,1.4380,0.5000
0.414,-22.1638,1.4383,0.5000
0.425,-22.1557,1.4387,0.5000
0.434,-22.1477,1.4390,0.5000
0.445,-22.1395,1.4394,0.5000
0.454,-22.1317,1.4397,0.5000
0.464,-22.1237,1.4401,0.5000
0.474,-22.1157,1.4405,0.5000
0.484,-22.1077,1.4408,0.5000
0.494,-22.0998,1.4412,0.5000
0.504,-22.0918,1.4416,0.5000
0.514,-22.0838,1.4420,0.5000
0.524,-22.0758,1.4425,0.5000
0.534,-22.0678,1.4429,0.5000
0.544,-22.0599,1.4433,0.5000
0.554,-22.0519,1.4438,0.5000
0.564,-22.0439,1.4442,0.5000
0.574,-22.0360,1.4447,0.5000
0.584,-22.0280,1.4452,0.5000
0.595,-22.0200,1.4456,0.5000
0.604,-22.0121,1.4461,0.5000
0.614,-22.0041,1.4466,0.5000
0.624,-21.9962,1.4472,0.5000
0.634,-21.9882,1.4477,0.5000
0.646,-21.9802,1.4482,0.5000
0.654,-21.9643,1.4493,0.5000
0.665,-21.9643,1.4493,0.5000
0.674,-21.9564,1.4499,0.5000
0.684,-21.9485,1.4505,0.5000
0.694,-21.9405,1.4510,0.5000
0.705,-21.9326,1.4516,0.5000
0.714,-21.9246,1.4523,0.5000
0.724,-21.9162,1.4529,0.5000
0.734,-21.9087,1.4535,0.5000
0.745,-21.9008,1.4542,0.5000
0.754,-21.8928,1.4548,0.5000
0.764,-21.8849,1.4555,0.5000
0.774,-21.8770,1.4562,0.5000
0.784,-21.8690,1.4569,0.5000
0.795,-21.8611,1.4576,0.5000
0.804,-21.8532,1.4583,0.5000
0.814,-21.8452,1.4590,0.5000
0.824,-21.8373,1.4598,0.5000
0.834,-21.8294,1.4605,0.5000
0.844,-21.8214,1.4613,0.5000
0.854,-21.8135,1.4621,0.5000
0.864,-21.8055,1.4629,0.5000
0.874,-21.7976,1.4637,0.5000
0.884,-21.7897,1.4645,0.5000
0.895,-21.7817,1.4653,0.5000
0.904,-21.7738,1.4662,0.5000
0.914,-21.7658,1.4670,0.5000
0.925,-21.7579,1.4679,0.5000
0.934,-21.7499,1.4688,0.5000
0.944,-21.7420,1.4697,0.5000
0.954,-21.7341,1.4706,0.5000
0.964,-21.7261,1.4715,0.5000
0.974,-21.7182,1.4725,0.5000
0.984,-21.7102,1.4734,0.5000
0.994,-21.7023,1.4744,0.5000
1.004,-21.6943,1.4754,0.5000
1.014,-21.6864,1.4764,0.5000
1.024,-21.6784,1.4774,0.5000
1.034,-21.6704,1.4784,0.5000
1.044,-21.6625,1.4794,0.5000
1.054,-21.6545,1.4805,0.5000
1.064,-21.6466,1.4816,0.5000
1.074,-21.6386,1.4826,0.5000
1.084,-21.6306,1.4837,0.5000
1.094,-21.6227,1.4848,0.5000
1.104,-21.6147,1.4860,0.5000
1.114,-21.6067,1.4871,0.5000
1.125,-21.5987,1.4882,0.5000
1.134,-21.5828,1.4906,0.5000
1.144,-21.5828,1.4906,0.5000
1.155,-21.5748,1.4918,0.5000
1.164,-21.5659,1.4931,0.5000
1.174,-21.5588,1.4942,0.5000
1.184,-21.5507,1.4954,0.5000
1.195,-21.5426,1.4967,0.5000
1.204,-21.5348,1.4979,0.5000
1.214,-21.5263,1.4993,0.5000
1.224,-21.5188,1.5005,0.5000
1.234,-21.5108,1.5018,0.5000
1.244,-21.5015,1.5034,0.5000
1.254,-21.4948,1.5045,0.5000
1.264,-21.4868,1.5058,0.5000
1.274,-21.4787,1.5072,0.5000
1.284,-21.4707,1.5085,0.5000
1.294,-21.4627,1.5099,0.5000
1.304,-21.4547,1.5113,0.5000
1.314,-21.4466,1.5128,0.5000
1.324,-21.4386,1.5142,0.5000
1.334,-21.4306,1.5156,0.5000
1.344,-21.4226,1.5171,0.5000
1.354,-21.4145,1.5186,0.5000
1.364,-21.4065,1.5201,0.5000
1.374,-21.3984,1.5216,0.5000
1.384,-21.3904,1.5231,0.5000
1.395,-21.3823,1.5246,0.5000
1.404,-21.3743,1.5262,0.5000
1.414,-21.3662,1.5277,0.5000
1.424,-21.3581,1.5293,0.5000
1.434,-21.3501,1.5309,0.5000
1.444,-21.3420,1.5325,0.5000
1.454,-21.3340,1.5341,0.5000
1.464,-21.3259,1.5357,0.5000
1.474,-21.3179,1.5374,0.5000
1.484,-21.3098,1.5390,0.5000
1.494,-21.3017,1.5407,0.5000
1.504,-21.2936,1.5424,0.5000
1.514,-21.2856,1.5441,0.5000
1.524,-21.2775,1.5458,0.5000
1.534,-21.2695,1.5475,0.5000
1.544,-21.2614,1.5492,0.5000
1.554,-21.2533,1.5510,0.5000
1.564,-21.2452,1.5528,0.5000
1.574,-21.2371,1.5545,0.5000
1.584,-21.2291,1.5563,0.5000
1.594,-21.2210,1.5581,0.5000
1.604,-21.2129,1.5599,0.5000
1.614,-21.2048,1.5618,0.5000
1.624,-21.1968,1.5636,0.5000
1.634,-21.1887,1.5655,0.5000
1.644,-21.1806,1.5673,0.5000
1.654,-21.1725,1.5692,0.5000
1.664,-21.1644,1.5711,0.5000
1.674,-21.1564,1.5730,0.5000
1.684,-21.1483,1.5749,0.5000
1.694,-21.1402,1.5769,0.5000
1.704,-21.1321,1.5788,0.5000
1.714,-21.1240,1.5808,0.5000
1.725,-21.1160,1.5827,0.5000
1.734,-21.1079,1.5847,0.5000
1.744,-21.0998,1.5867,0.5000
1.754,-21.0917,1.5887,0.5000
1.764,-21.0836,1.5907,0.5000
1.775,-21.0755,1.5927,0.5000
1.784,-21.0675,1.5948,0.5000
1.794,-21.0594,1.5968,0.5000
1.804,-21.0512,1.5989,0.5000
1.814,-21.0432,1.6009,0.5000
1.824,-21.0351,1.6030,0.5000
1.834,-21.0270,1.6051,0.5000
1.844,-21.0190,1.6072,0.5000
1.854,-21.0109,1.6093,0.5000
1.864,-21.0028,1.6114,0.5000
1.874,-20.9947,1.6135,0.5000
1.885,-20.9866,1.6157,0.5000
1.894,-20.9785,1.6178,0.5000
1.904,-20.9704,1.6200,0.5000
1.914,-20.9624,1.6221,0.5000
1.924,-20.9543,1.6243,0.5000
1.934,-20.9462,1.6265,0.5000
1.944,-20.9381,1.6287,0.5000
1.955,-20.9300,1.6309,0.5000
1.965,-20.9220,1.6331,0.5000
1.974,-20.9139,1.6353,0.5000
1.984,-20.9058,1.6375,0.5000
1.994,-20.8977,1.6397,0.5000
2.004,-20.8896,1.6420,0.5000
2.014,-20.8816,1.6442,0.5000
2.024,-20.8735,1.6465,0.5000
2.034,-20.8654,1.6487,0.5000
2.044,-20.8573,1.6510,0.5000
2.054,-20.8492,1.6532,0.5000
2.064,-20.8411,1.6555,0.5000
2.074,-20.8331,1.6578,0.5000
2.084,-20.8250,1.6601,0.5000
2.094,-20.8169,1.6624,0.5000
2.104,-20.8088,1.6647,0.5000
2.114,-20.8007,1.6670,0.5000
2.124,-20.7927,1.6693,0.5000
2.134,-20.7846,1.6716,0.5000
2.144,-20.7765,1.6740,0.5000
2.154,-20.7684,1.6763,0.5000
2.164,-20.7603,1.6786,0.5000
2.174,-20.7522,1.6810,0.5000
2.184,-20.7441,1.6833,0.5000
2.194,-20.7361,1.6857,0.5000
2.204,-20.7273,1.6882,0.5000
2.214,-20.7199,1.6904,0.5000
2.224,-20.7118,1.6927,0.5000
2.234,-20.7037,1.6951,0.5000
2.244,-20.6956,1.6974,0.5000
2.254,-20.6876,1.6998,0.5000
2.264,-20.6795,1.7022,0.5000
2.274,-20.6714,1.7045,0.5000
2.284,-20.6633,1.7069,0.5000
2.294,-20.6552,1.7093,0.5000
2.304,-20.6471,1.7117,0.5000
2.314,-20.6390,1.7140,0.5000
2.324,-20.6310,1.7164,0.5000
2.334,-20.6228,1.7188,0.5000
2.344,-20.6148,1.7212,0.5000
2.356,-20.6065,1.7236,0.5000
2.365,-20.5984,1.7260,0.5000
2.374,-20.5892,1.7287,0.5000
2.385,-20.5807,1.7312,0.5000
2.395,-20.5743,1.7331,0.5000
2.404,-20.5662,1.7355,0.5000
2.414,-20.5572,1.7381,0.5000
2.424,-20.5500,1.7402,0.5000
2.434,-20.5419,1.7426,0.5000
2.444,-20.5338,1.7449,0.5000
2.454,-20.5257,1.7473,0.5000
2.464,-20.5176,1.7496,0.5000
2.474,-20.5095,1.7519,0.5000
2.484,-20.5014,1.7543,0.5000
2.494,-20.4933,1.7566,0.5000
2.504,-20.4851,1.7588,0.5000
2.514,-20.4770,1.7611,0.5000
2.524,-20.4689,1.7634,0.5000
2.534,-20.4607,1.7656,0.5000
2.544,-20.4526,1.7678,0.5000
2.554,-20.4444,1.7700,0.5000
2.564,-20.4363,1.7722,0.5000
2.574,-20.4281,1.7743,0.5000
2.585,-20.4199,1.7764,0.5000
2.594,-20.4117,1.7785,0.5000
2.605,-20.4036,1.7806,0.5000
2.615,-20.3954,1.7826,0.4999
2.624,-20.3872,1.7847,0.4999
2.634,-20.3789,1.7867,0.4999
2.644,-20.3707,1.7886,0.4999
2.654,-20.3625,1.7906,0.4999
2.664,-20.3543,1.7925,0.4999
2.674,-20.3460,1.7943,0.4999
2.684,-20.3378,1.7962,0.4999
2.694,-20.3295,1.7980,0.4999
2.704,-20.3212,1.7998,0.4999
2.714,-20.3130,1.8015,0.4999
2.724,-20.3047,1.8032,0.4998
2.734,-20.2964,1.8049,0.4998
2.744,-20.2880,1.8065,0.4998
2.754,-20.2797,1.8081,0.4998
2.764,-20.2714,1.8097,0.4998
2.774,-20.2631,1.8112,0.4998
2.784,-20.2547,1.8127,0.4998
2.795,-20.2463,1.8141,0.4997
2.804,-20.2380,1.8156,0.4997
2.814,-20.2295,1.8169,0.4997
2.824,-20.2212,1.8183,0.4997
2.834,-20.2128,1.8196,0.4997
2.844,-20.2044,1.8208,0.4996
2.854,-20.1959,1.8220,0.4996
2.864,-20.1875,1.8232,0.4996
2.874,-20.1791,1.8243,0.4996
2.884,-20.1706,1.8254,0.4995
2.894,-20.1621,1.8265,0.4995
2.904,-20.1536,1.8275,0.4995
2.914,-20.1451,1.8284,0.4995
2.924,-20.1366,1.8294,0.4994
2.934,-20.1281,1.8302,0.4994
2.944,-20.1196,1.8311,0.4994
2.954,-20.1110,1.8319,0.4994
2.965,-20.1024,1.8326,0.4993
2.974,-20.0853,1.8340,0.4993
2.984,-20.0853,1.8340,0.4993
2.994,-20.0767,1.8346,0.4992
3.004,-20.0681,1.8352,0.4992
3.014,-20.0595,1.8357,0.4991
3.024,-20.0509,1.8362,0.4991
3.034,-20.0422,1.8366,0.4991
3.044,-20.0335,1.8370,0.4990
3.054,-20.0249,1.8374,0.4990
3.064,-20.0162,1.8377,0.4990
3.074,-20.0075,1.8379,0.4989
3.084,-19.9988,1.8382,0.4989
3.094,-19.9901,1.8383,0.4988
3.104,-19.9813,1.8385,0.4988
3.114,-19.9726,1.8386,0.4987
3.124,-19.9638,1.8386,0.4987
3.134,-19.9551,1.8386,0.4986
3.144,-19.9463,1.8386,0.4986
3.154,-19.9375,1.8385,0.4985
3.164,-19.9287,1.8384,0.4985
3.174,-19.9199,1.8382,0.4984
3.184,-19.9110,1.8380,0.4984
3.194,-19.9021,1.8377,0.4983
3.204,-19.8933,1.8374,0.4983
3.215,-19.8845,1.8371,0.4982
3.224,-19.8756,1.8367,0.4982
3.234,-19.8667,1.8363,0.4981
3.244,-19.8578,1.8358,0.4980
3.254,-19.8489,1.8353,0.4980
3.264,-19.8399,1.8348,0.4979
3.274,-19.8310,1.8342,0.4979
3.284,-19.8220,1.8336,0.4978
3.294,-19.8131,1.8329,0.4977
3.304,-19.8041,1.8322,0.4977
3.314,-19.7951,1.8315,0.4976
3.324,-19.7861,1.8307,0.4975
3.334,-19.7771,1.8299,0.4975
3.344,-19.7681,1.8290,0.4974
3.355,-19.7591,1.8281,0.4973
3.364,-19.7500,1.8272,0.4973
3.374,-19.7409,1.8262,0.4972
3.387,-19.7319,1.8252,0.4971
3.395,-19.7137,1.8230,0.4970
3.404,-19.7137,1.8230,0.4970
3.414,-19.7046,1.8219,0.4969
3.428,-19.6930,1.8204,0.4968
3.437,-19.6772,1.8184,0.4967
3.444,-19.6772,1.8184,0.4967
3.454,-19.6681,1.8171,0.4966
3.464,-19.6589,1.8158,0.4965
3.474,-19.6498,1.8145,0.4964
3.484,-19.6389,1.8129,0.4963
3.494,-19.6314,1.8118,0.4963
3.504,-19.6222,1.8103,0.4962
3.514,-19.6130,1.8089,0.4961
3.524,-19.6038,1.8074,0.4960
3.534,-19.5945,1.8059,0.4959
3.544,-19.5853,1.8044,0.4958
3.554,-19.5761,1.8028,0.4957
3.564,-19.5668,1.8012,0.4957
3.574,-19.5576,1.7996,0.4956
3.584,-19.5483,1.7980,0.4955
3.594,-19.5391,1.7963,0.4954
3.605,-19.5298,1.7947,0.4953
3.614,-19.5206,1.7930,0.4952
3.624,-19.5113,1.7912,0.4951
3.634,-19.5021,1.7895,0.4950
3.644,-19.4928,1.7878,0.4949
3.654,-19.4835,1.7860,0.4948
3.664,-19.4743,1.7842,0.4947
3.675,-19.4651,1.7824,0.4946
3.684,-19.4558,1.7806,0.4945
3.694,-19.4466,1.7787,0.4944
3.704,-19.4373,1.7769,0.4943
3.714,-19.4281,1.7750,0.4942
3.724,-19.4188,1.7732,0.4941
3.734,-19.4096,1.7713,0.4940
3.744,-19.4004,1.7694,0.4939
3.754,-19.3912,1.7675,0.4938
3.764,-19.3820,1.7656,0.4937
3.774,-19.3728,1.7636,0.4936
3.784,-19.3636,1.7617,0.4935
3.794,-19.3544,1.7598,0.4934
3.804,-19.3452,1.7578,0.4933
3.814,-19.3361,1.7559,0.4931
3.824,-19.3269,1.7539,0.4930
3.834,-19.3178,1.7520,0.4929
3.844,-19.3086,1.7500,0.4928
3.854,-19.2994,1.7480,0.4927
3.864,-19.2904,1.7461,0.4926
3.874,-19.2813,1.7441,0.4925
3.884,-19.2722,1.7422,0.4924
3.894,-19.2632,1.7402,0.4923
3.904,-19.2541,1.7382,0.4921
3.914,-19.2451,1.7362,0.4920
3.924,-19.2360,1.7343,0.4919
3.934,-19.2270,1.7323,0.4918
3.944,-19.2180,1.7303,0.4917
3.954,-19.2090,1.7284,0.4916
3.965,-19.2001,1.7264,0.4914
3.974,-19.1909,1.7244,0.4913
3.984,-19.1821,1.7225,0.4912
3.994,-19.1732,1.7206,0.4911
4.004,-19.1644,1.7186,0.4910
4.014,-19.1555,1.7167,0.4908
4.024,-19.1466,1.7147,0.4907
4.034,-19.1378,1.7128,0.4906
4.044,-19.1289,1.7109,0.4905
4.054,-19.1201,1.7090,0.4904
4.064,-19.1113,1.7071,0.4902
4.074,-19.1025,1.7052,0.4901
4.084,-19.0938,1.7033,0.4900
4.094,-19.0850,1.7014,0.4899
4.104,-19.0763,1.6996,0.4898
4.114,-19.0676,1.6977,0.4896
4.124,-19.0589,1.6959,0.4895
4.134,-19.0502,1.6940,0.4894
4.144,-19.0416,1.6922,0.4893
4.154,-19.0329,1.6904,0.4891
4.164,-19.0243,1.6886,0.4890
4.175,-19.0157,1.6868,0.4889
4.184,-19.0072,1.6850,0.4888
4.194,-18.9986,1.6832,0.4886
4.204,-18.9901,1.6815,0.4885
4.215,-18.9816,1.6797,0.4884
4.225,-18.9730,1.6780,0.4883
4.234,-18.9646,1.6763,0.4881
4.244,-18.9561,1.6746,0.4880
4.254,-18.9477,1.6729,0.4879
4.264,-18.9393,1.6712,0.4877
4.274,-18.9309,1.6695,0.4876
4.284,-18.9225,1.6679,0.4875
4.294,-18.9142,1.6662,0.4874
4.304,-18.9058,1.6646,0.4872
4.314,-18.8975,1.6630,0.4871
4.324,-18.8892,1.6614,0.4870
4.335,-18.8809,1.6599,0.4869
4.344,-18.8727,1.6583,0.4867
4.354,-18.8645,1.6568,0.4866
4.364,-18.8562,1.6553,0.4865
4.374,-18.8480,1.6538,0.4863
4.384,-18.8399,1.6523,0.4862
4.395,-18.8317,1.6508,0.4861
4.404,-18.8236,1.6493,0.4860
4.415,-18.8155,1.6479,0.4858
4.424,-18.8074,1.6465,0.4857
4.434,-18.7993,1.6451,0.4856
4.444,-18.7912,1.6437,0.4854
4.454,-18.7832,1.6423,0.4853
4.464,-18.7752,1.6410,0.4852
4.475,-18.7672,1.6396,0.4851
4.484,-18.7592,1.6383,0.4849
4.494,-18.7512,1.6370,0.4848
4.504,-18.7433,1.6358,0.4847
4.514,-18.7354,1.6345,0.4846
4.524,-18.7275,1.6333,0.4844
4.534,-18.7175,1.6317,0.4843
4.544,-18.7118,1.6308,0.4842
4.555,-18.7039,1.6296,0.4841
4.564,-18.6961,1.6285,0.4839
4.574,-18.6880,1.6273,0.4838
4.584,-18.6805,1.6262,0.4837
4.596,-18.6722,1.6250,0.4835
4.604,-18.6649,1.6240,0.4834
4.614,-18.6564,1.6228,0.4833
4.624,-18.6494,1.6219,0.4832
4.634,-18.6417,1.6208,0.4831
4.644,-18.6340,1.6198,0.4829
4.654,-18.6273,1.6189,0.4828
4.665,-18.6197,1.6180,0.4827
4.674,-18.6120,1.6170,0.4826
4.684,-18.6044,1.6161,0.4825
4.694,-18.5967,1.6151,0.4823
4.704,-18.5891,1.6142,0.4822
4.714,-18.5815,1.6133,0.4821
4.724,-18.5740,1.6125,0.4820
4.734,-18.5664,1.6116,0.4818
4.744,-18.5589,1.6108,0.4817
4.754,-18.5513,1.6100,0.4816
4.764,-18.5438,1.6092,0.4815
4.774,-18.5363,1.6084,0.4814
4.784,-18.5288,1.6076,0.4812
4.794,-18.5213,1.6069,0.4811
4.804,-18.5138,1.6061,0.4810
4.814,-18.5063,1.6054,0.4809
4.824,-18.4989,1.6047,0.4807
4.834,-18.4913,1.6040,0.4806
4.844,-18.4840,1.6034,0.4805
4.854,-18.4765,1.6028,0.4804
4.864,-18.4691,1.6021,0.4803
4.874,-18.4617,1.6015,0.4801
4.884,-18.4543,1.6009,0.4800
4.894,-18.4469,1.6003,0.4799
4.904,-18.4395,1.5998,0.4798
4.914,-18.4321,1.5992,0.4796
4.924,-18.4247,1.5987,0.4795
4.934,-18.4174,1.5982,0.4794
4.944,-18.4100,1.5977,0.4793
4.954,-18.4026,1.5972,0.4791
4.964,-18.3953,1.5968,0.4790
4.974,-18.3879,1.5963,0.4789
4.984,-18.3806,1.5959,0.4788
4.994,-18.3733,1.5955,0.4786
5.005,-18.3659,1.5951,0.4785
5.014,-18.3586,1.5947,0.4784
5.024,-18.3513,1.5943,0.4782
5.034,-18.3439,1.5940,0.4781
5.044,-18.3366,1.5936,0.4780
5.054,-18.3293,1.5933,0.4778
5.064,-18.3220,1.5930,0.4777
5.074,-18.3147,1.5927,0.4776
5.084,-18.3074,1.5924,0.4775
5.094,-18.3001,1.5921,0.4773
5.104,-18.2928,1.5919,0.4772
5.114,-18.2855,1.5916,0.4771
5.124,-18.2782,1.5914,0.4769
5.134,-18.2709,1.5912,0.4768
5.144,-18.2636,1.5910,0.4766
5.154,-18.2563,1.5908,0.4765
5.164,-18.2490,1.5906,0.4764
5.174,-18.2417,1.5905,0.4762
5.185,-18.2344,1.5903,0.4761
5.195,-18.2271,1.5902,0.4760
5.204,-18.2199,1.5901,0.4758
5.214,-18.2126,1.5900,0.4757
5.224,-18.2053,1.5899,0.4755
5.235,-18.1980,1.5898,0.4754
5.244,-18.1907,1.5897,0.4752
5.254,-18.1834,1.5897,0.4751
5.264,-18.1761,1.5896,0.4750
5.274,-18.1688,1.5896,0.4748
5.284,-18.1615,1.5896,0.4747
5.294,-18.1542,1.5896,0.4745
5.304,-18.1469,1.5896,0.4744
5.314,-18.1396,1.5896,0.4742
5.324,-18.1323,1.5896,0.4741
5.334,-18.1250,1.5896,0.4739
5.344,-18.1177,1.5897,0.4738
5.354,-18.1103,1.5897,0.4736
5.364,-18.1030,1.5898,0.4735
5.374,-18.0957,1.5899,0.4733
5.384,-18.0884,1.5900,0.4732
5.394,-18.0811,1.5901,0.4730
5.404,-18.0737,1.5902,0.4729
5.414,-18.0664,1.5903,0.4727
5.424,-18.0590,1.5904,0.4725
5.434,-18.0517,1.5906,0.4724
5.444,-18.0443,1.5907,0.4722
5.454,-18.0370,1.5909,0.4721
5.464,-18.0296,1.5910,0.4719
5.474,-18.0222,1.5912,0.4718
5.484,-18.0149,1.5914,0.4716
5.494,-18.0075,1.5916,0.4714
5.504,-18.0001,1.5918,0.4713
5.514,-17.9927,1.5920,0.4711
5.524,-17.9853,1.5922,0.4709
