t,x,y,z
0.008,-22.4796,-1.5297,0.5000
0.018,-22.4714,-1.5295,0.5000
0.028,-22.4631,-1.5294,0.5000
0.038,-22.4549,-1.5292,0.5000
0.048,-22.4467,-1.5290,0.5000
0.058,-22.4385,-1.5289,0.5000
0.068,-22.4303,-1.5287,0.5000
0.078,-22.4220,-1.5286,0.5000
0.088,-22.4115,-1.5283,0.5000
0.098,-22.4058,-1.5282,0.5000
0.108,-22.3977,-1.5281,0.5000
0.118,-22.3896,-1.5279,0.5000
0.128,-22.3815,-1.5278,0.5000
0.139,-22.3733,-1.5276,0.5000
0.148,-22.3652,-1.5274,0.5000
0.158,-22.3572,-1.5273,0.5000
0.169,-22.3491,-1.5271,0.5000
0.178,-22.3410,-1.5270,0.5000
0.188,-22.3330,-1.5268,0.5000
0.198,-22.3249,-1.5266,0.5000
0.208,-22.3169,-1.5265,0.5000
0.218,-22.3089,-1.5263,0.5000
0.228,-22.3009,-1.5261,0.5000
0.238,-22.2929,-1.5260,0.5000
0.248,-22.2849,-1.5258,0.5000
0.258,-22.2769,-1.5257,0.5000
0.268,-22.2689,-1.5255,0.5000
0.278,-22.2610,-1.5254,0.5000
0.288,-22.2530,-1.5252,0.5000
0.298,-22.2450,-1.5250,0.5000
0.308,-22.2371,-1.5249,0.5000
0.318,-22.2292,-1.5247,0.5000
0.328,-22.2212,-1.5246,0.5000
0.338,-22.2133,-1.5244,0.5000
0.348,-22.2054,-1.5242,0.5000
0.358,-22.1975,-1.5241,0.5000
0.368,-22.1896,-1.5239,0.5000
0.378,-22.1817,-1.5238,0.5000
0.388,-22.1738,-1.5236,0.5000
0.398,-22.1659,-1.5235,0.5000
0.408,-22.1580,-1.5233,0.5000
0.418,-22.1502,-1.5231,0.5000
0.428,-22.1423,-1.5230,0.5000
0.438,-22.1344,-1.5228,0.5000
0.448,-22.1266,-1.5227,0.5000
0.458,-22.1187,-1.5225,0.5000
0.468,-22.1109,-1.5224,0.5000
0.478,-22.1031,-1.5222,0.5000
0.488,-22.0952,-1.5221,0.5000
0.498,-22.0874,-1.5219,0.5000
0.508,-22.0796,-1.5217,0.5000
0.518,-22.0718,-1.5216,0.5000
0.528,-22.0640,-1.5214,0.5000
0.538,-22.0561,-1.5213,0.5000
0.548,-22.0483,-1.5211,0.5000
0.558,-22.0405,-1.5210,0.5000
0.568,-22.0327,-1.5208,0.5000
0.578,-22.0249,-1.5207,0.5000
0.588,-22.0171,-1.5205,0.5000
0.598,-22.0094,-1.5204,0.5000
0.608,-22.0016,-1.5202,0.5000
0.618,-21.9938,-1.5201,0.5000
0.628,-21.9860,-1.5199,0.5000
0.638,-21.9782,-1.5198,0.5000
0.648,-21.9703,-1.5196,0.5000
0.658,-21.9627,-1.5195,0.5000
0.668,-21.9549,-1.5193,0.5000
0.678,-21.9472,-1.5191,0.5000
0.688,-21.9394,-1.5190,0.5000
0.698,-21.9316,-1.5188,0.5000
0.708,-21.9239,-1.5187,0.5000
0.718,-21.9161,-1.5185,0.5000
0.728,-21.9084,-1.5184,0.5000
0.738,-21.9006,-1.5182,0.5000
0.748,-21.8929,-1.5181,0.5000
0.758,-21.8851,-1.5179,0.5000
0.768,-21.8774,-1.5178,0.5000
0.778,-21.8697,-1.5176,0.5000
0.788,-21.8620,-1.5175,0.5000
0.798,-21.8542,-1.5174,0.5000
0.808,-21.8465,-1.5172,0.5000
0.818,-21.8388,-1.5171,0.5000
0.828,-21.8310,-1.5169,0.5000
0.838,-21.8233,-1.5168,0.5000
0.848,-21.8156,-1.5166,0.5000
0.858,-21.8079,-1.5165,0.5000
0.868,-21.8002,-1.5163,0.5000
0.878,-21.7925,-1.5162,0.5000
0.888,-21.7848,-1.5160,0.5000
0.898,-21.7770,-1.5159,0.5000
0.908,-21.7693,-1.5157,0.5000
0.918,-21.7614,-1.5156,0.5000
0.928,-21.7539,-1.5154,0.5000
0.938,-21.7462,-1.5153,0.5000
0.948,-21.7385,-1.5151,0.5000
0.959,-21.7309,-1.5150,0.5000
0.968,-21.7232,-1.5148,0.5000
0.978,-21.7155,-1.5147,0.5000
0.988,-21.7078,-1.5145,0.5000
0.998,-21.7001,-1.5144,0.5000
1.008,-21.6925,-1.5142,0.5000
1.018,-21.6848,-1.5141,0.5000
1.028,-21.6771,-1.5139,0.5000
1.038,-21.6694,-1.5138,0.5000
1.048,-21.6618,-1.5136,0.5000
1.058,-21.6541,-1.5135,0.5000
1.068,-21.6464,-1.5133,0.5000
1.078,-21.6388,-1.5132,0.5000
1.088,-21.6312,-1.5130,0.5000
1.098,-21.6235,-1.5129,0.5000
1.108,-21.6158,-1.5127,0.5000
1.118,-21.6082,-1.5126,0.5000
1.128,-21.6005,-1.5124,0.5000
1.138,-21.5929,-1.5123,0.5000
1.148,-21.5853,-1.5121,0.5000
1.158,-21.5776,-1.5120,0.5000
1.168,-21.5699,-1.5118,0.5000
1.178,-21.5612,-1.5116,0.5000
1.188,-21.5546,-1.5115,0.5000
1.198,-21.5471,-1.5114,0.5000
1.208,-21.5388,-1.5112,0.5000
1.218,-21.5317,-1.5111,0.5000
1.228,-21.5242,-1.5109,0.5000
1.238,-21.5167,-1.5108,0.5000
1.248,-21.5091,-1.5106,0.5000
1.258,-21.5015,-1.5104,0.5000
1.268,-21.4940,-1.5103,0.5000
1.278,-21.4863,-1.5101,0.5000
1.288,-21.4788,-1.5100,0.5000
1.298,-21.4712,-1.5098,0.5000
1.308,-21.4636,-1.5097,0.5000
1.318,-21.4560,-1.5095,0.5000
1.328,-21.4485,-1.5093,0.5000
1.338,-21.4409,-1.5092,0.5000
1.348,-21.4333,-1.5090,0.5000
1.358,-21.4258,-1.5089,0.5000
1.368,-21.4182,-1.5087,0.5000
1.378,-21.4107,-1.5086,0.5000
1.388,-21.4031,-1.5084,0.5000
1.398,-21.3956,-1.5082,0.5000
1.408,-21.3880,-1.5081,0.5000
1.418,-21.3805,-1.5079,0.5000
1.428,-21.3729,-1.5078,0.5000
1.438,-21.3654,-1.5076,0.5000
1.448,-21.3578,-1.5074,0.5000
1.458,-21.3503,-1.5073,0.5000
1.468,-21.3427,-1.5071,0.5000
1.478,-21.3352,-1.5070,0.5000
1.488,-21.3276,-1.5068,0.5000
1.498,-21.3201,-1.5066,0.5000
1.508,-21.3125,-1.5065,0.5000
1.518,-21.3050,-1.5063,0.5000
1.528,-21.2974,-1.5062,0.5000
