t,x,y,z
0.004,-17.3126,-1.4592,0.5000
0.014,-17.3044,-1.4595,0.5000
0.024,-17.2962,-1.4598,0.5000
0.034,-17.2880,-1.4601,0.5000
0.044,-17.2798,-1.4605,0.5000
0.054,-17.2716,-1.4608,0.5000
0.064,-17.2635,-1.4611,0.5000
0.077,-17.2546,-1.4614,0.5000
0.088,-17.2470,-1.4617,0.5000
0.094,-17.2389,-1.4620,0.5000
0.104,-17.2307,-1.4623,0.5000
0.114,-17.2228,-1.4626,0.5000
0.124,-17.2135,-1.4630,0.5000
0.134,-17.2066,-1.4633,0.5000
0.147,-17.1985,-1.4636,0.5000
0.154,-17.1902,-1.4639,0.5000
0.164,-17.1824,-1.4642,0.5000
0.174,-17.1743,-1.4645,0.5000
0.184,-17.1662,-1.4648,0.5000
0.194,-17.1583,-1.4651,0.5000
0.204,-17.1503,-1.4654,0.5000
0.214,-17.1423,-1.4658,0.5000
0.224,-17.1343,-1.4661,0.5000
0.234,-17.1263,-1.4664,0.5000
0.244,-17.1184,-1.4667,0.5000
0.254,-17.1105,-1.4670,0.5000
0.264,-17.1026,-1.4674,0.5000
0.274,-17.0947,-1.4677,0.5000
0.284,-17.0868,-1.4680,0.5000
0.294,-17.0789,-1.4684,0.5000
0.304,-17.0711,-1.4687,0.5000
0.314,-17.0632,-1.4691,0.5000
0.324,-17.0554,-1.4694,0.5000
0.334,-17.0476,-1.4698,0.5000
0.344,-17.0398,-1.4701,0.5000
0.354,-17.0321,-1.4705,0.5000
0.364,-17.0243,-1.4708,0.5000
0.374,-17.0166,-1.4712,0.5000
0.384,-17.0089,-1.4716,0.5000
0.394,-17.0012,-1.4720,0.5000
0.404,-16.9935,-1.4724,0.5000
0.414,-16.9859,-1.4728,0.5000
0.424,-16.9783,-1.4732,0.5000
0.434,-16.9705,-1.4736,0.5000
0.444,-16.9631,-1.4740,0.5000
0.454,-16.9555,-1.4744,0.5000
0.464,-16.9479,-1.4748,0.5000
0.474,-16.9404,-1.4752,0.5000
0.484,-16.9329,-1.4757,0.5000
0.494,-16.9254,-1.4761,0.5000
0.504,-16.9179,-1.4766,0.5000
0.514,-16.9105,-1.4770,0.5000
0.524,-16.9030,-1.4775,0.5000
0.534,-16.8956,-1.4780,0.5000
0.544,-16.8882,-1.4785,0.5000
0.554,-16.8809,-1.4790,0.5000
0.564,-16.8735,-1.4795,0.5000
0.574,-16.8662,-1.4800,0.5000
0.584,-16.8588,-1.4805,0.5000
0.594,-16.8516,-1.4810,0.5000
0.604,-16.8443,-1.4815,0.5000
0.614,-16.8370,-1.4821,0.5000
0.624,-16.8298,-1.4826,0.5000
0.634,-16.8226,-1.4832,0.5000
0.644,-16.8154,-1.4837,0.5000
0.654,-16.8082,-1.4843,0.5000
0.664,-16.8010,-1.4849,0.5000
0.674,-16.7939,-1.4855,0.5000
0.684,-16.7868,-1.4861,0.5000
0.694,-16.7797,-1.4867,0.5000
0.705,-16.7726,-1.4873,0.5000
0.714,-16.7656,-1.4879,0.5000
0.724,-16.7585,-1.4886,0.5000
0.734,-16.7515,-1.4892,0.5000
0.744,-16.7445,-1.4899,0.5000
0.754,-16.7375,-1.4906,0.5000
0.764,-16.7305,-1.4912,0.5000
0.774,-16.7236,-1.4919,0.5000
0.784,-16.7167,-1.4926,0.5000
0.794,-16.7098,-1.4933,0.5000
0.804,-16.7029,-1.4940,0.5000
0.814,-16.6960,-1.4948,0.5000
0.824,-16.6891,-1.4955,0.5000
0.834,-16.6823,-1.4962,0.5000
0.844,-16.6755,-1.4970,0.5000
0.854,-16.6687,-1.4978,0.5000
0.864,-16.6619,-1.4985,0.5000
0.874,-16.6551,-1.4993,0.5000
0.884,-16.6484,-1.5001,0.5000
0.894,-16.6416,-1.5009,0.5000
0.904,-16.6349,-1.5017,0.5000
0.914,-16.6282,-1.5026,0.5000
0.924,-16.6215,-1.5034,0.5000
0.934,-16.6148,-1.5042,0.5000
0.944,-16.6082,-1.5051,0.5000
0.954,-16.6016,-1.5060,0.5000
0.964,-16.5949,-1.5068,0.5000
0.974,-16.5883,-1.5077,0.5000
0.984,-16.5817,-1.5086,0.5000
0.994,-16.5751,-1.5095,0.5000
1.004,-16.5686,-1.5104,0.5000
1.014,-16.5620,-1.5114,0.5000
1.024,-16.5555,-1.5123,0.5000
1.034,-16.5490,-1.5133,0.5000
1.044,-16.5425,-1.5142,0.5000
1.054,-16.5360,-1.5152,0.5000
1.064,-16.5295,-1.5162,0.5000
1.074,-16.5230,-1.5171,0.5000
1.084,-16.5165,-1.5181,0.5000
1.094,-16.5100,-1.5192,0.5000
1.104,-16.5036,-1.5202,0.5000
1.114,-16.4972,-1.5212,0.5000
1.124,-16.4901,-1.5223,0.5000
1.134,-16.4844,-1.5233,0.5000
1.144,-16.4780,-1.5243,0.5000
1.154,-16.4715,-1.5254,0.5000
1.164,-16.4652,-1.5265,0.5000
1.174,-16.4584,-1.5276,0.5000
1.185,-16.4524,-1.5287,0.5000
1.194,-16.4461,-1.5298,0.5000
1.204,-16.4385,-1.5311,0.5000
1.215,-16.4335,-1.5320,0.5000
1.224,-16.4271,-1.5331,0.5000
1.234,-16.4208,-1.5343,0.5000
1.244,-16.4145,-1.5354,0.5000
1.254,-16.4080,-1.5366,0.5000
1.264,-16.4019,-1.5378,0.5000
1.274,-16.3956,-1.5389,0.5000
1.284,-16.3893,-1.5401,0.5000
1.294,-16.3830,-1.5413,0.5000
1.304,-16.3768,-1.5425,0.5000
1.314,-16.3705,-1.5437,0.5000
1.324,-16.3642,-1.5450,0.5000
1.334,-16.3579,-1.5462,0.5000
1.344,-16.3516,-1.5475,0.5000
1.354,-16.3454,-1.5487,0.5000
1.364,-16.3391,-1.5499,0.5000
1.374,-16.3329,-1.5512,0.5000
1.384,-16.3266,-1.5525,0.5000
1.394,-16.3203,-1.5538,0.5000
1.404,-16.3140,-1.5551,0.5000
1.414,-16.3078,-1.5563,0.5000
1.424,-16.3015,-1.5576,0.5000
