t,x,y,z
0.022,-25.4095,3.0000,0.5000
0.032,-25.4015,3.0000,0.5000
0.042,-25.3935,3.0000,0.5000
0.052,-25.3855,3.0000,0.5000
0.062,-25.3775,3.0000,0.5000
0.072,-25.3694,3.0000,0.5000
0.082,-25.3613,3.0000,0.5000
0.092,-25.3531,3.0000,0.5000
0.102,-25.3449,3.0000,0.5000
0.112,-25.3367,3.0000,0.5000
0.122,-25.3285,3.0000,0.5000
0.132,-25.3202,3.0000,0.5000
0.142,-25.3119,3.0000,0.5000
0.152,-25.3036,3.0000,0.5000
0.162,-25.2952,3.0000,0.5000
0.172,-25.2868,3.0000,0.5000
0.182,-25.2784,3.0000,0.5000
0.192,-25.2699,3.0000,0.5000
0.202,-25.2615,3.0000,0.5000
0.212,-25.2524,3.0000,0.5000
0.222,-25.2444,3.0000,0.5000
0.232,-25.2359,3.0000,0.5000
0.242,-25.2273,3.0000,0.5000
0.252,-25.2187,3.0000,0.5000
0.262,-25.2100,3.0000,0.5000
0.272,-25.2014,3.0000,0.5000
0.282,-25.1926,3.0000,0.5000
0.292,-25.1839,3.0000,0.5000
0.302,-25.1752,3.0000,0.5000
0.312,-25.1665,3.0000,0.5000
0.322,-25.1577,3.0000,0.5000
0.332,-25.1488,3.0000,0.5000
0.342,-25.1400,3.0000,0.5000
0.352,-25.1312,3.0000,0.5000
0.362,-25.1223,3.0000,0.5000
0.372,-25.1134,3.0000,0.5000
0.382,-25.1044,3.0000,0.5000
0.392,-25.0956,3.0000,0.5000
0.402,-25.0866,3.0000,0.5000
0.412,-25.0776,3.0000,0.5000
0.422,-25.0686,3.0000,0.5000
0.432,-25.0595,3.0000,0.5000
0.442,-25.0505,3.0000,0.5000
0.452,-25.0414,3.0000,0.5000
0.462,-25.0322,3.0000,0.5000
0.472,-25.0233,3.0000,0.5000
0.482,-25.0140,3.0000,0.5000
0.492,-25.0048,3.0000,0.5000
0.502,-24.9959,3.0000,0.5000
0.512,-24.9862,3.0000,0.5000
0.525,-24.9776,3.0000,0.5000
0.532,-24.9684,3.0000,0.5000
0.542,-24.9577,3.0000,0.5000
0.552,-24.9499,3.0000,0.5000
0.562,-24.9407,3.0000,0.5000
0.572,-24.9314,3.0000,0.5000
0.582,-24.9221,3.0000,0.5000
0.592,-24.9128,3.0000,0.5000
0.602,-24.9035,3.0000,0.5000
0.612,-24.8942,3.0000,0.5000
0.622,-24.8848,3.0000,0.5000
0.632,-24.8755,3.0000,0.5000
0.642,-24.8661,3.0000,0.5000
0.652,-24.8567,3.0000,0.5000
0.662,-24.8473,3.0000,0.5000
0.672,-24.8379,3.0000,0.5000
0.682,-24.8285,3.0000,0.5000
0.692,-24.8191,3.0000,0.5000
0.702,-24.8097,3.0000,0.5000
0.712,-24.8002,3.0000,0.5000
0.722,-24.7907,3.0000,0.5000
0.732,-24.7812,3.0000,0.5000
0.742,-24.7717,3.0000,0.5000
0.752,-24.7623,3.0000,0.5000
0.762,-24.7528,3.0000,0.5000
0.772,-24.7433,3.0000,0.5000
0.782,-24.7337,3.0000,0.5000
0.792,-24.7242,3.0000,0.5000
0.802,-24.7147,3.0000,0.5000
0.812,-24.7052,3.0000,0.5000
0.822,-24.6957,3.0000,0.5000
0.832,-24.6861,3.0000,0.5000
0.842,-24.6765,3.0000,0.5000
0.852,-24.6670,3.0000,0.5000
0.862,-24.6574,3.0000,0.5000
0.872,-24.6478,3.0000,0.5000
0.882,-24.6382,3.0000,0.5000
0.892,-24.6286,3.0000,0.5000
0.902,-24.6190,3.0000,0.5000
0.912,-24.6094,3.0000,0.5000
0.922,-24.5998,3.0000,0.5000
0.932,-24.5903,3.0000,0.5000
0.942,-24.5806,3.0000,0.5000
0.952,-24.5710,3.0000,0.5000
0.962,-24.5614,3.0000,0.5000
0.972,-24.5518,3.0000,0.5000
0.982,-24.5421,3.0000,0.5000
0.992,-24.5321,3.0000,0.5000
1.002,-24.5229,3.0000,0.5000
1.012,-24.5132,3.0000,0.5000
1.022,-24.5036,3.0000,0.5000
1.032,-24.4940,3.0000,0.5000
1.042,-24.4843,2.9999,0.5000
1.052,-24.4745,2.9999,0.5000
1.062,-24.4650,2.9999,0.5000
1.072,-24.4553,2.9999,0.5000
1.082,-24.4457,2.9999,0.5000
1.092,-24.4361,2.9999,0.5000
1.102,-24.4264,2.9999,0.5000
1.112,-24.4168,2.9999,0.5000
1.122,-24.4071,2.9999,0.5000
1.132,-24.3975,2.9999,0.5000
1.142,-24.3878,2.9999,0.5000
1.152,-24.3781,2.9999,0.5000
1.162,-24.3685,2.9999,0.5000
1.172,-24.3588,2.9999,0.5000
1.182,-24.3491,2.9999,0.5000
1.192,-24.3395,2.9999,0.5000
1.202,-24.3299,2.9999,0.5000
1.212,-24.3202,2.9999,0.5000
1.222,-24.3104,2.9999,0.5000
1.232,-24.3008,2.9999,0.5000
1.242,-24.2912,2.9999,0.5000
1.252,-24.2816,2.9999,0.5000
1.262,-24.2719,2.9998,0.5000
1.272,-24.2622,2.9998,0.5000
1.282,-24.2526,2.9998,0.5000
1.292,-24.2429,2.9998,0.5000
1.302,-24.2333,2.9998,0.5000
1.312,-24.2236,2.9998,0.5000
1.322,-24.2140,2.9998,0.5000
1.332,-24.2043,2.9998,0.5000
1.342,-24.1947,2.9998,0.5000
1.352,-24.1850,2.9998,0.5000
1.362,-24.1754,2.9998,0.5000
1.372,-24.1657,2.9998,0.5000
1.382,-24.1561,2.9998,0.5000
1.392,-24.1465,2.9998,0.5000
1.402,-24.1368,2.9997,0.5000
1.412,-24.1272,2.9997,0.5000
1.422,-24.1176,2.9997,0.5000
1.432,-24.1079,2.9997,0.5000
1.442,-24.0983,2.9997,0.5000
1.452,-24.0886,2.9997,0.5000
1.462,-24.0790,2.9997,0.5000
1.472,-24.0694,2.9997,0.5000
1.482,-24.0598,2.9997,0.5000
1.492,-24.0501,2.9997,0.5000
1.502,-24.0405,2.9997,0.5000
1.512,-24.0309,2.9996,0.5000
1.522,-24.0212,2.9996,0.5000
1.532,-24.0117,2.9996,0.5000
1.542,-24.0020,2.9996,0.5000
1.552,-23.9925,2.9996,0.5000
1.562,-23.9826,2.9996,0.5000
1.572,-23.9732,2.9996,0.5000
1.582,-23.9636,2.9996,0.5000
1.592,-23.9540,2.9996,0.5000
1.602,-23.9444,2.9995,0.5000
1.612,-23.9347,2.9995,0.5000
1.622,-23.9250,2.9995,0.5000
1.632,-23.9156,2.9995,0.5000
1.642,-23.9059,2.9995,0.5000
1.652,-23.8963,2.9995,0.5000
1.662,-23.8868,2.9995,0.5000
1.672,-23.8761,2.9995,0.5000
1.682,-23.8675,2.9995,0.5000
1.692,-23.8580,2.9994,0.5000
1.702,-23.8483,2.9994,0.5000
1.712,-23.8388,2.9994,0.5000
1.722,-23.8292,2.9994,0.5000
1.732,-23.8192,2.9994,0.5000
1.742,-23.8100,2.9994,0.5000
1.752,-23.8004,2.9994,0.5000
1.762,-23.7909,2.9994,0.5000
1.772,-23.7813,2.9993,0.5000
1.782,-23.7717,2.9993,0.5000
1.792,-23.7621,2.9993,0.5000
1.802,-23.7525,2.9993,0.5000
1.812,-23.7430,2.9993,0.5000
1.822,-23.7334,2.9993,0.5000
1.832,-23.7239,2.9993,0.5000
1.842,-23.7143,2.9992,0.5000
1.852,-23.7048,2.9992,0.5000
1.862,-23.6952,2.9992,0.5000
