t,x,y,z,vx,vy,vz,ax,ay,az
0.015,-25.3462,-2.9995,0.5000,0.8307,0.0021,0.0000,0.3534,0.0052,0.0000
0.025,-25.3379,-2.9995,0.5000,0.8343,0.0021,0.0000,0.3492,0.0052,0.0000
0.035,-25.3296,-2.9995,0.5000,0.8377,0.0022,0.0000,0.3451,0.0052,0.0000
0.045,-25.3212,-2.9995,0.5000,0.8412,0.0022,0.0000,0.3409,0.0052,0.0000
0.055,-25.3127,-2.9994,0.5000,0.8445,0.0023,0.0000,0.3367,0.0052,0.0000
0.065,-25.3043,-2.9994,0.5000,0.8479,0.0023,0.0000,0.3326,0.0052,0.0000
0.075,-25.2958,-2.9994,0.5000,0.8512,0.0024,0.0000,0.3285,0.0052,0.0000
0.085,-25.2873,-2.9994,0.5000,0.8545,0.0024,0.0000,0.3244,0.0052,0.0000
0.095,-25.2787,-2.9994,0.5000,0.8577,0.0025,0.0000,0.3203,0.0052,0.0000
0.105,-25.2701,-2.9993,0.5000,0.8609,0.0025,0.0000,0.3163,0.0052,0.0000
0.115,-25.2615,-2.9993,0.5000,0.8640,0.0026,0.0000,0.3123,0.0052,0.0000
0.125,-25.2528,-2.9993,0.5000,0.8671,0.0026,0.0000,0.3082,0.0052,0.0000
0.135,-25.2442,-2.9993,0.5000,0.8702,0.0027,0.0000,0.3043,0.0052,0.0000
0.145,-25.2354,-2.9992,0.5000,0.8732,0.0027,0.0000,0.3003,0.0052,0.0000
0.155,-25.2267,-2.9992,0.5000,0.8762,0.0028,0.0000,0.2963,0.0052,0.0000
0.165,-25.2179,-2.9992,0.5000,0.8791,0.0028,0.0000,0.2924,0.0052,0.0000
0.175,-25.2091,-2.9991,0.5000,0.8820,0.0029,0.0000,0.2885,0.0052,0.0000
0.185,-25.2003,-2.9991,0.5000,0.8849,0.0029,0.0000,0.2846,0.0051,0.0000
0.195,-25.1914,-2.9991,0.5000,0.8877,0.0030,0.0000,0.2807,0.0051,0.0000
0.205,-25.1825,-2.9991,0.5000,0.8905,0.0030,0.0000,0.2769,0.0051,0.0000
0.215,-25.1736,-2.9990,0.5000,0.8933,0.0031,0.0000,0.2730,0.0051,0.0000
0.225,-25.1646,-2.9990,0.5000,0.8960,0.0031,0.0000,0.2693,0.0050,0.0000
0.235,-25.1557,-2.9990,0.5000,0.8986,0.0032,0.0000,0.2655,0.0050,0.0000
0.245,-25.1467,-2.9989,0.5000,0.9013,0.0032,0.0000,0.2617,0.0050,0.0000
0.255,-25.1376,-2.9989,0.5000,0.9039,0.0033,0.0000,0.2580,0.0050,0.0000
0.265,-25.1286,-2.9989,0.5000,0.9064,0.0033,0.0000,0.2542,0.0049,0.0000
0.275,-25.1195,-2.9988,0.5000,0.9090,0.0034,0.0000,0.2505,0.0049,0.0000
0.285,-25.1104,-2.9988,0.5000,0.9114,0.0034,0.0000,0.2469,0.0049,0.0000
0.295,-25.1013,-2.9988,0.5000,0.9139,0.0035,0.0000,0.2432,0.0048,0.0000
0.305,-25.0921,-2.9987,0.5000,0.9163,0.0035,0.0000,0.2396,0.0048,0.0000
0.315,-25.0830,-2.9987,0.5000,0.9187,0.0036,0.0000,0.2359,0.0048,0.0000
0.325,-25.0738,-2.9986,0.5000,0.9210,0.0036,0.0000,0.2324,0.0047,0.0000
0.335,-25.0645,-2.9986,0.5000,0.9233,0.0037,0.0000,0.2288,0.0047,0.0000
0.345,-25.0553,-2.9986,0.5000,0.9256,0.0037,0.0000,0.2252,0.0046,0.0000
0.355,-25.0460,-2.9985,0.5000,0.9278,0.0038,0.0000,0.2217,0.0046,0.0000
