t,x,y,z,vx,vy,vz,ax,ay,az
0.012,-27.2400,1.4835,0.5000,1.4159,-0.0695,0.0000,0.0214,-0.1516,0.0000
0.022,-27.2258,1.4828,0.5000,1.4160,-0.0710,0.0000,0.0140,-0.1507,0.0000
0.032,-27.2117,1.4820,0.5000,1.4162,-0.0725,0.0000,0.0068,-0.1496,0.0000
0.042,-27.1975,1.4813,0.5000,1.4162,-0.0740,0.0000,-0.0001,-0.1484,0.0000
0.052,-27.1834,1.4806,0.5000,1.4162,-0.0755,0.0000,-0.0068,-0.1472,0.0000
0.062,-27.1692,1.4798,0.5000,1.4161,-0.0770,0.0000,-0.0133,-0.1459,0.0000
0.072,-27.1551,1.4790,0.5000,1.4159,-0.0784,0.0000,-0.0195,-0.1445,0.0000
0.082,-27.1410,1.4782,0.5000,1.4157,-0.0798,0.0000,-0.0256,-0.1430,0.0000
0.092,-27.1268,1.4774,0.5000,1.4154,-0.0813,0.0000,-0.0314,-0.1415,0.0000
0.102,-27.1126,1.4766,0.5000,1.4150,-0.0827,0.0000,-0.0370,-0.1399,0.0000
0.112,-27.0984,1.4758,0.5000,1.4146,-0.0841,0.0000,-0.0424,-0.1382,0.0000
0.122,-27.0843,1.4749,0.5000,1.4142,-0.0854,0.0000,-0.0475,-0.1365,0.0000
0.132,-27.0702,1.4741,0.5000,1.4137,-0.0868,0.0000,-0.0525,-0.1347,0.0000
0.142,-27.0560,1.4732,0.5000,1.4131,-0.0881,0.0000,-0.0572,-0.1328,0.0000
0.152,-27.0419,1.4723,0.5000,1.4125,-0.0895,0.0000,-0.0618,-0.1308,0.0000
0.162,-27.0278,1.4714,0.5000,1.4119,-0.0908,0.0000,-0.0661,-0.1288,0.0000
0.172,-27.0137,1.4705,0.5000,1.4112,-0.0920,0.0000,-0.0702,-0.1267,0.0000
0.182,-26.9996,1.4696,0.5000,1.4105,-0.0933,0.0000,-0.0742,-0.1246,0.0000
0.192,-26.9855,1.4686,0.5000,1.4097,-0.0945,0.0000,-0.0780,-0.1224,0.0000
0.202,-26.9714,1.4677,0.5000,1.4089,-0.0957,0.0000,-0.0815,-0.1202,0.0000
0.212,-26.9573,1.4667,0.5000,1.4081,-0.0969,0.0000,-0.0849,-0.1178,0.0000
0.222,-26.9432,1.4657,0.5000,1.4072,-0.0981,0.0000,-0.0882,-0.1155,0.0000
0.232,-26.9291,1.4647,0.5000,1.4063,-0.0992,0.0000,-0.0912,-0.1131,0.0000
0.242,-26.9151,1.4637,0.5000,1.4054,-0.1004,0.0000,-0.0941,-0.1106,0.0000
0.252,-26.9010,1.4627,0.5000,1.4045,-0.1014,0.0000,-0.0967,-0.1081,0.0000
0.262,-26.8870,1.4617,0.5000,1.4035,-0.1025,0.0000,-0.0993,-0.1055,0.0000
0.272,-26.8729,1.4607,0.5000,1.4025,-0.1036,0.0000,-0.1016,-0.1029,0.0000
0.282,-26.8589,1.4596,0.5000,1.4015,-0.1046,0.0000,-0.1038,-0.1003,0.0000
0.292,-26.8449,1.4586,0.5000,1.4004,-0.1056,0.0000,-0.1059,-0.0976,0.0000
0.302,-26.8309,1.4575,0.5000,1.3993,-0.1065,0.0000,-0.1077,-0.0948,0.0000
0.312,-26.8169,1.4565,0.5000,1.3983,-0.1075,0.0000,-0.1095,-0.0920,0.0000
0.322,-26.8030,1.4554,0.5000,1.3971,-0.1084,0.0000,-0.1110,-0.0892,0.0000
0.332,-26.7890,1.4543,0.5000,1.3960,-0.1092,0.0000,-0.1125,-0.0864,0.0000
0.342,-26.7750,1.4532,0.5000,1.3949,-0.1101,0.0000,-0.1138,-0.0835,0.0000
0.352,-26.7611,1.4521,0.5000,1.3938,-0.1109,0.0000,-0.1149,-0.0805,0.0000
0.362,-26.7472,1.4510,0.5000,1.3926,-0.1117,0.0000,-0.1159,-0.0776,0.0000
0.373,-26.7331,1.4498,0.5000,1.3914,-0.1125,0.0000,-0.1168,-0.0745,0.0000
0.382,-26.7193,1.4487,0.5000,1.3903,-0.1132,0.0000,-0.1176,-0.0716,0.0000
0.392,-26.7054,1.4476,0.5000,1.3891,-0.1139,0.0000,-0.1182,-0.0685,0.0000
0.402,-26.6916,1.4465,0.5000,1.3879,-0.1146,0.0000,-0.1187,-0.0654,0.0000
0.412,-26.6777,1.4453,0.5000,1.3867,-0.1152,0.0000,-0.1190,-0.0623,0.0000
0.422,-26.6638,1.4442,0.5000,1.3855,-0.1158,0.0000,-0.1193,-0.0592,0.0000
0.433,-26.6494,1.4429,0.5000,1.3843,-0.1164,0.0000,-0.1194,-0.0559,0.0000
0.442,-26.6360,1.4418,0.5000,1.3831,-0.1169,0.0000,-0.1195,-0.0528,0.0000
0.452,-26.6223,1.4407,0.5000,1.3819,-0.1174,0.0000,-0.1194,-0.0496,0.0000
0.463,-26.6083,1.4395,0.5000,1.3807,-0.1179,0.0000,-0.1192,-0.0464,0.0000
0.474,-26.5927,1.4381,0.5000,1.3794,-0.1184,0.0000,-0.1188,-0.0427,0.0000
0.482,-26.5809,1.4371,0.5000,1.3784,-0.1188,0.0000,-0.1185,-0.0399,0.0000
0.492,-26.5671,1.4359,0.5000,1.3772,-0.1192,0.0000,-0.1180,-0.0367,0.0000
0.502,-26.5534,1.4347,0.5000,1.3760,-0.1195,0.0000,-0.1174,-0.0334,0.0000
0.512,-26.5396,1.4335,0.5000,1.3748,-0.1198,0.0000,-0.1167,-0.0301,0.0000
0.522,-26.5259,1.4323,0.5000,1.3737,-0.1201,0.0000,-0.1160,-0.0268,0.0000
0.532,-26.5121,1.4311,0.5000,1.3725,-0.1204,0.0000,-0.1151,-0.0235,0.0000
0.542,-26.4984,1.4299,0.5000,1.3713,-0.1206,0.0000,-0.1199,-0.0191,0.0000
0.552,-26.4847,1.4287,0.5000,1.3701,-0.1208,0.0000,-0.1230,-0.0151,0.0000
0.562,-26.4710,1.4275,0.5000,1.3689,-0.1209,0.0000,-0.1261,-0.0111,0.0000
0.572,-26.4573,1.4263,0.5000,1.3676,-0.1210,0.0000,-0.1291,-0.0072,0.0000
0.582,-26.4437,1.4251,0.5000,1.3663,-0.1210,0.0000,-0.1319,-0.0033,0.0000
0.592,-26.4300,1.4239,0.5000,1.3650,-0.1210,0.0000,-0.1347,0.0005,0.0000
0.602,-26.4164,1.4227,0.5000,1.3636,-0.1210,0.0000,-0.1374,0.0042,0.0000
0.612,-26.4027,1.4215,0.5000,1.3622,-0.1210,0.0000,-0.1400,0.0079,0.0000
0.622,-26.3891,1.4202,0.5000,1.3608,-0.1209,0.0000,-0.1425,0.0115,0.0000
0.632,-26.3755,1.4190,0.5000,1.3594,-0.1207,0.0000,-0.1449,0.0151,0.0000
0.642,-26.3619,1.4178,0.5000,1.3579,-0.1206,0.0000,-0.1473,0.0186,0.0000
0.652,-26.3484,1.4166,0.5000,1.3564,-0.1204,0.0000,-0.1495,0.0220,0.0000
0.662,-26.3348,1.4154,0.5000,1.3549,-0.1201,0.0000,-0.1517,0.0254,0.0000
0.672,-26.3213,1.4142,0.5000,1.3534,-0.1198,0.0000,-0.1538,0.0287,0.0000
0.682,-26.3077,1.4130,0.5000,1.3518,-0.1195,0.0000,-0.1558,0.0320,0.0000
0.693,-26.2941,1.4118,0.5000,1.3503,-0.1192,0.0000,-0.1577,0.0352,0.0000
0.702,-26.2807,1.4106,0.5000,1.3487,-0.1188,0.0000,-0.1595,0.0383,0.0000
0.712,-26.2672,1.4095,0.5000,1.3471,-0.1184,0.0000,-0.1613,0.0414,0.0000
0.722,-26.2538,1.4083,0.5000,1.3455,-0.1180,0.0000,-0.1629,0.0444,0.0000
0.732,-26.2403,1.4071,0.5000,1.3438,-0.1176,0.0000,-0.1645,0.0474,0.0000
0.742,-26.2269,1.4059,0.5000,1.3422,-0.1171,0.0000,-0.1660,0.0503,0.0000
0.752,-26.2135,1.4048,0.5000,1.3405,-0.1165,0.0000,-0.1675,0.0532,0.0000
0.762,-26.2001,1.4036,0.5000,1.3388,-0.1160,0.0000,-0.1688,0.0560,0.0000
0.772,-26.1867,1.4024,0.5000,1.3371,-0.1154,0.0000,-0.1701,0.0588,0.0000
0.782,-26.1734,1.4013,0.5000,1.3354,-0.1148,0.0000,-0.1713,0.0615,0.0000
0.792,-26.1600,1.4001,0.5000,1.3337,-0.1142,0.0000,-0.1725,0.0641,0.0000
0.802,-26.1467,1.3990,0.5000,1.3320,-0.1135,0.0000,-0.1735,0.0667,0.0000
0.812,-26.1334,1.3979,0.5000,1.3302,-0.1129,0.0000,-0.1745,0.0693,0.0000
0.822,-26.1201,1.3967,0.5000,1.3285,-0.1122,0.0000,-0.1754,0.0718,0.0000
0.832,-26.1068,1.3956,0.5000,1.3267,-0.1114,0.0000,-0.1763,0.0742,0.0000
0.842,-26.0935,1.3945,0.5000,1.3250,-0.1107,0.0000,-0.1770,0.0766,0.0000
0.852,-26.0803,1.3934,0.5000,1.3232,-0.1099,0.0000,-0.1777,0.0789,0.0000
0.862,-26.0671,1.3923,0.5000,1.3214,-0.1091,0.0000,-0.1784,0.0812,0.0000
0.872,-26.0539,1.3912,0.5000,1.3196,-0.1083,0.0000,-0.1789,0.0834,0.0000
0.882,-26.0407,1.3902,0.5000,1.3178,-0.1074,0.0000,-0.1794,0.0856,0.0000
0.892,-26.0275,1.3891,0.5000,1.3160,-0.1066,0.0000,-0.1799,0.0878,0.0000
0.902,-26.0144,1.3880,0.5000,1.3142,-0.1057,0.0000,-0.1802,0.0898,0.0000
0.912,-26.0012,1.3870,0.5000,1.3124,-0.1048,0.0000,-0.1805,0.0919,0.0000
0.922,-25.9881,1.3859,0.5000,1.3106,-0.1038,0.0000,-0.1808,0.0939,0.0000
0.932,-25.9750,1.3849,0.5000,1.3088,-0.1029,0.0000,-0.1810,0.0958,0.0000
0.942,-25.9619,1.3839,0.5000,1.3070,-0.1019,0.0000,-0.1811,0.0977,0.0000
