t,x,y,z,vx,vy,vz,ax,ay,az
0.001,-22.0140,-1.4942,0.5000,1.4046,0.0237,0.0000,-0.0215,0.0499,0.0000
0.011,-21.9999,-1.4939,0.5000,1.4043,0.0242,0.0000,-0.0286,0.0496,0.0000
0.021,-21.9860,-1.4937,0.5000,1.4040,0.0247,0.0000,-0.0353,0.0493,0.0000
0.031,-21.9719,-1.4934,0.5000,1.4036,0.0252,0.0000,-0.0418,0.0489,0.0000
0.041,-21.9579,-1.4932,0.5000,1.4031,0.0257,0.0000,-0.0481,0.0485,0.0000
0.051,-21.9438,-1.4929,0.5000,1.4026,0.0262,0.0000,-0.0541,0.0481,0.0000
0.061,-21.9298,-1.4926,0.5000,1.4021,0.0267,0.0000,-0.0599,0.0476,0.0000
0.071,-21.9158,-1.4924,0.5000,1.4014,0.0271,0.0000,-0.0655,0.0472,0.0000
0.081,-21.9018,-1.4921,0.5000,1.4008,0.0276,0.0000,-0.0709,0.0467,0.0000
0.091,-21.8878,-1.4918,0.5000,1.4000,0.0281,0.0000,-0.0760,0.0462,0.0000
0.101,-21.8738,-1.4915,0.5000,1.3992,0.0285,0.0000,-0.0809,0.0456,0.0000
0.111,-21.8598,-1.4913,0.5000,1.3984,0.0290,0.0000,-0.0856,0.0451,0.0000
0.121,-21.8458,-1.4910,0.5000,1.3975,0.0294,0.0000,-0.0901,0.0445,0.0000
0.131,-21.8318,-1.4907,0.5000,1.3966,0.0299,0.0000,-0.0944,0.0439,0.0000
0.141,-21.8179,-1.4904,0.5000,1.3956,0.0303,0.0000,-0.0984,0.0433,0.0000
0.151,-21.8039,-1.4901,0.5000,1.3946,0.0307,0.0000,-0.1023,0.0426,0.0000
0.161,-21.7900,-1.4898,0.5000,1.3936,0.0312,0.0000,-0.1060,0.0420,0.0000
0.171,-21.7760,-1.4894,0.5000,1.3925,0.0316,0.0000,-0.1095,0.0413,0.0000
0.181,-21.7621,-1.4891,0.5000,1.3914,0.0320,0.0000,-0.1128,0.0406,0.0000
0.191,-21.7482,-1.4888,0.5000,1.3903,0.0324,0.0000,-0.1159,0.0399,0.0000
0.201,-21.7343,-1.4885,0.5000,1.3891,0.0328,0.0000,-0.1188,0.0392,0.0000
0.211,-21.7204,-1.4881,0.5000,1.3879,0.0332,0.0000,-0.1215,0.0384,0.0000
0.221,-21.7066,-1.4878,0.5000,1.3867,0.0335,0.0000,-0.1241,0.0377,0.0000
0.231,-21.6927,-1.4875,0.5000,1.3854,0.0339,0.0000,-0.1264,0.0369,0.0000
0.241,-21.6789,-1.4871,0.5000,1.3841,0.0343,0.0000,-0.1286,0.0361,0.0000
0.251,-21.6650,-1.4868,0.5000,1.3828,0.0346,0.0000,-0.1307,0.0353,0.0000
0.261,-21.6512,-1.4864,0.5000,1.3815,0.0350,0.0000,-0.1325,0.0345,0.0000
0.271,-21.6374,-1.4861,0.5000,1.3802,0.0353,0.0000,-0.1342,0.0336,0.0000
0.281,-21.6236,-1.4857,0.5000,1.3788,0.0357,0.0000,-0.1358,0.0328,0.0000
0.291,-21.6098,-1.4854,0.5000,1.3775,0.0360,0.0000,-0.1371,0.0319,0.0000
0.301,-21.5960,-1.4850,0.5000,1.3761,0.0363,0.0000,-0.1384,0.0310,0.0000
