t,x,y,z
0.010,-22.7148,-1.4999,0.5000
0.020,-22.6982,-1.4999,0.5000
0.030,-22.6898,-1.4999,0.5000
0.040,-22.6815,-1.4999,0.5000
0.050,-22.6731,-1.4999,0.5000
0.060,-22.6646,-1.4999,0.5000
0.070,-22.6562,-1.4999,0.5000
0.080,-22.6477,-1.4999,0.5000
0.090,-22.6392,-1.4999,0.5000
0.100,-22.6306,-1.4999,0.5000
0.110,-22.6221,-1.4999,0.5000
0.120,-22.6135,-1.4999,0.5000
0.130,-22.6049,-1.4999,0.5000
0.140,-22.5963,-1.4999,0.5000
0.150,-22.5876,-1.4999,0.5000
0.160,-22.5789,-1.4999,0.5000
0.170,-22.5702,-1.4999,0.5000
0.180,-22.5615,-1.4999,0.5000
0.190,-22.5527,-1.4999,0.5000
0.200,-22.5439,-1.4999,0.5000
0.210,-22.5352,-1.4999,0.5000
0.220,-22.5263,-1.4999,0.5000
0.230,-22.5175,-1.4999,0.5000
0.240,-22.5086,-1.4999,0.5000
0.250,-22.4998,-1.4999,0.5000
0.260,-22.4909,-1.4999,0.5000
0.270,-22.4820,-1.4999,0.5000
0.280,-22.4730,-1.4999,0.5000
0.290,-22.4641,-1.4999,0.5000
0.300,-22.4551,-1.4999,0.5000
0.310,-22.4461,-1.4998,0.5000
0.320,-22.4371,-1.4998,0.5000
0.330,-22.4281,-1.4998,0.5000
0.340,-22.4190,-1.4998,0.5000
0.350,-22.4099,-1.4998,0.5000
0.360,-22.4008,-1.4998,0.5000
0.370,-22.3918,-1.4998,0.5000
0.380,-22.3826,-1.4998,0.5000
0.390,-22.3735,-1.4998,0.5000
0.400,-22.3643,-1.4998,0.5000
0.410,-22.3552,-1.4998,0.5000
0.420,-22.3460,-1.4998,0.5000
0.430,-22.3368,-1.4998,0.5000
0.440,-22.3276,-1.4998,0.5000
0.450,-22.3184,-1.4998,0.5000
0.460,-22.3091,-1.4998,0.5000
0.470,-22.2999,-1.4998,0.5000
0.480,-22.2906,-1.4998,0.5000
0.490,-22.2813,-1.4998,0.5000
0.500,-22.2721,-1.4998,0.5000
0.510,-22.2628,-1.4998,0.5000
0.520,-22.2535,-1.4998,0.5000
