t,x,y,z
0.013,-27.9961,-1.5000,0.5000
0.023,-27.9881,-1.5000,0.5000
0.033,-27.9800,-1.5000,0.5000
0.043,-27.9720,-1.5000,0.5000
0.053,-27.9639,-1.5000,0.5000
0.063,-27.9557,-1.5000,0.5000
0.073,-27.9476,-1.5000,0.5000
0.083,-27.9394,-1.5000,0.5000
0.093,-27.9311,-1.5000,0.5000
0.103,-27.9229,-1.5000,0.5000
0.113,-27.9146,-1.5000,0.5000
0.123,-27.9062,-1.5000,0.5000
0.133,-27.8979,-1.5000,0.5000
0.143,-27.8895,-1.5000,0.5000
0.153,-27.8811,-1.5000,0.5000
0.163,-27.8727,-1.5000,0.5000
0.173,-27.8642,-1.5000,0.5000
0.183,-27.8557,-1.5000,0.5000
0.193,-27.8472,-1.5000,0.5000
0.203,-27.8386,-1.5000,0.5000
0.213,-27.8300,-1.5000,0.5000
0.223,-27.8214,-1.5000,0.5000
0.233,-27.8128,-1.5000,0.5000
0.243,-27.8042,-1.5000,0.5000
0.253,-27.7955,-1.5000,0.5000
0.263,-27.7868,-1.5000,0.5000
0.273,-27.7781,-1.5000,0.5000
0.283,-27.7693,-1.5000,0.5000
0.293,-27.7605,-1.5000,0.5000
0.303,-27.7517,-1.5000,0.5000
0.313,-27.7429,-1.5000,0.5000
0.323,-27.7340,-1.5000,0.5000
0.333,-27.7252,-1.5000,0.5000
0.343,-27.7163,-1.5000,0.5000
0.353,-27.7074,-1.5000,0.5000
0.363,-27.6984,-1.5000,0.5000
0.373,-27.6895,-1.5000,0.5000
0.383,-27.6805,-1.5000,0.5000
0.393,-27.6715,-1.5000,0.5000
0.403,-27.6625,-1.5000,0.5000
0.413,-27.6534,-1.5000,0.5000
0.423,-27.6444,-1.5000,0.5000
0.433,-27.6353,-1.5000,0.5000
0.443,-27.6262,-1.5000,0.5000
0.453,-27.6171,-1.5000,0.5000
0.463,-27.6080,-1.5000,0.5000
0.473,-27.5989,-1.5000,0.5000
0.483,-27.5894,-1.5000,0.5000
0.493,-27.5805,-1.5000,0.5000
0.503,-27.5713,-1.5000,0.5000
0.513,-27.5621,-1.5000,0.5000
0.523,-27.5529,-1.5000,0.5000
0.533,-27.5436,-1.5000,0.5000
0.543,-27.5344,-1.5000,0.5000
0.553,-27.5251,-1.5000,0.5000
0.563,-27.5158,-1.5000,0.5000
0.573,-27.5065,-1.5000,0.5000
0.583,-27.4972,-1.5000,0.5000
0.593,-27.4878,-1.5000,0.5000
0.603,-27.4785,-1.5000,0.5000
0.613,-27.4691,-1.5000,0.5000
0.623,-27.4597,-1.5000,0.5000
0.633,-27.4503,-1.5000,0.5000
0.643,-27.4409,-1.5000,0.5000
0.653,-27.4315,-1.5000,0.5000
0.663,-27.4221,-1.5000,0.5000
0.673,-27.4127,-1.5000,0.5000
0.683,-27.4032,-1.5000,0.5000
0.693,-27.3938,-1.5000,0.5000
0.703,-27.3843,-1.5000,0.5000
0.713,-27.3748,-1.5000,0.5000
0.723,-27.3654,-1.5000,0.5000
0.733,-27.3559,-1.5000,0.5000
0.743,-27.3464,-1.5000,0.5000
0.753,-27.3369,-1.5000,0.5000
0.763,-27.3274,-1.5000,0.5000
0.773,-27.3178,-1.5000,0.5000
0.783,-27.3083,-1.5000,0.5000
0.793,-27.2988,-1.5000,0.5000
0.803,-27.2893,-1.5000,0.5000
0.813,-27.2797,-1.5000,0.5000
0.823,-27.2701,-1.5000,0.5000
0.833,-27.2606,-1.5000,0.5000
0.843,-27.2510,-1.5000,0.5000
0.853,-27.2415,-1.5000,0.5000
0.863,-27.2319,-1.5000,0.5000
0.873,-27.2223,-1.5000,0.5000
0.883,-27.2127,-1.5000,0.5000
0.893,-27.2031,-1.5000,0.5000
0.903,-27.1936,-1.5000,0.5000
0.913,-27.1840,-1.5000,0.5000
0.923,-27.1744,-1.5000,0.5000
0.933,-27.1648,-1.5000,0.5000
0.943,-27.1552,-1.5000,0.5000
0.953,-27.1456,-1.5000,0.5000
0.963,-27.1360,-1.5000,0.5000
0.973,-27.1264,-1.5000,0.5000
0.983,-27.1168,-1.5000,0.5000
0.993,-27.1072,-1.5000,0.5000
1.003,-27.0976,-1.5000,0.5000
1.013,-27.0880,-1.5000,0.5000
1.023,-27.0783,-1.5000,0.5000
1.033,-27.0687,-1.5000,0.5000
1.043,-27.0591,-1.5000,0.5000
1.053,-27.0495,-1.5000,0.5000
1.063,-27.0399,-1.5000,0.5000
1.073,-27.0303,-1.5000,0.5000
1.083,-27.0207,-1.5000,0.5000
1.093,-27.0110,-1.5000,0.5000
1.103,-27.0014,-1.5000,0.5000
1.113,-26.9918,-1.5000,0.5000
1.123,-26.9822,-1.5000,0.5000
1.133,-26.9726,-1.5000,0.5000
1.143,-26.9630,-1.5000,0.5000
1.153,-26.9534,-1.5001,0.5000
1.164,-26.9438,-1.5001,0.5000
1.173,-26.9342,-1.5001,0.5000
1.183,-26.9246,-1.5001,0.5000
1.193,-26.9150,-1.5001,0.5000
1.203,-26.9049,-1.5001,0.5000
1.213,-26.8958,-1.5001,0.5000
1.223,-26.8862,-1.5001,0.5000
1.233,-26.8766,-1.5001,0.5000
1.243,-26.8670,-1.5001,0.5000
1.253,-26.8575,-1.5001,0.5000
1.263,-26.8479,-1.5001,0.5000
1.273,-26.8383,-1.5001,0.5000
1.283,-26.8287,-1.5001,0.5000
1.293,-26.8191,-1.5001,0.5000
1.303,-26.8096,-1.5001,0.5000
1.313,-26.8000,-1.5001,0.5000
1.323,-26.7904,-1.5001,0.5000
1.333,-26.7809,-1.5001,0.5000
1.343,-26.7713,-1.5001,0.5000
1.353,-26.7618,-1.5001,0.5000
1.363,-26.7522,-1.5001,0.5000
1.373,-26.7426,-1.5001,0.5000
1.383,-26.7331,-1.5001,0.5000
1.393,-26.7235,-1.5001,0.5000
1.403,-26.7140,-1.5001,0.5000
1.413,-26.7045,-1.5001,0.5000
1.423,-26.6949,-1.5001,0.5000
1.433,-26.6854,-1.5001,0.5000
1.443,-26.6759,-1.5001,0.5000
1.453,-26.6663,-1.5001,0.5000
1.463,-26.6568,-1.5001,0.5000
1.473,-26.6473,-1.5002,0.5000
1.483,-26.6378,-1.5002,0.5000
1.493,-26.6283,-1.5002,0.5000
1.503,-26.6188,-1.5002,0.5000
1.513,-26.6093,-1.5002,0.5000
1.523,-26.5998,-1.5002,0.5000
1.533,-26.5903,-1.5002,0.5000
