t,x,y,z,vx,vy,vz,ax,ay,az
0.019,-24.5892,-2.9955,0.5000,1.4049,0.0176,0.0000,-0.0342,0.0353,0.0000
0.029,-24.5751,-2.9953,0.5000,1.4045,0.0179,0.0000,-0.0409,0.0350,0.0000
0.039,-24.5611,-2.9952,0.5000,1.4040,0.0183,0.0000,-0.0473,0.0348,0.0000
0.049,-24.5471,-2.9950,0.5000,1.4035,0.0186,0.0000,-0.0536,0.0345,0.0000
0.059,-24.5330,-2.9948,0.5000,1.4030,0.0190,0.0000,-0.0596,0.0342,0.0000
0.069,-24.5190,-2.9946,0.5000,1.4023,0.0193,0.0000,-0.0654,0.0338,0.0000
0.079,-24.5050,-2.9944,0.5000,1.4017,0.0197,0.0000,-0.0709,0.0335,0.0000
0.089,-24.4910,-2.9942,0.5000,1.4009,0.0200,0.0000,-0.0763,0.0331,0.0000
0.099,-24.4770,-2.9940,0.5000,1.4001,0.0203,0.0000,-0.0814,0.0328,0.0000
0.109,-24.4630,-2.9938,0.5000,1.3993,0.0206,0.0000,-0.0863,0.0324,0.0000
0.119,-24.4490,-2.9936,0.5000,1.3984,0.0210,0.0000,-0.0910,0.0320,0.0000
0.129,-24.4350,-2.9934,0.5000,1.3975,0.0213,0.0000,-0.0955,0.0315,0.0000
0.139,-24.4210,-2.9932,0.5000,1.3965,0.0216,0.0000,-0.0998,0.0311,0.0000
0.149,-24.4071,-2.9929,0.5000,1.3955,0.0219,0.0000,-0.1039,0.0306,0.0000
0.159,-24.3931,-2.9927,0.5000,1.3944,0.0222,0.0000,-0.1078,0.0302,0.0000
0.169,-24.3792,-2.9925,0.5000,1.3933,0.0225,0.0000,-0.1115,0.0297,0.0000
0.179,-24.3653,-2.9923,0.5000,1.3922,0.0228,0.0000,-0.1150,0.0292,0.0000
0.189,-24.3513,-2.9920,0.5000,1.3910,0.0231,0.0000,-0.1183,0.0287,0.0000
0.199,-24.3374,-2.9918,0.5000,1.3898,0.0234,0.0000,-0.1214,0.0282,0.0000
0.209,-24.3236,-2.9916,0.5000,1.3886,0.0237,0.0000,-0.1244,0.0277,0.0000
0.219,-24.3097,-2.9913,0.5000,1.3873,0.0239,0.0000,-0.1271,0.0271,0.0000
0.229,-24.2958,-2.9911,0.5000,1.3861,0.0242,0.0000,-0.1297,0.0266,0.0000
0.239,-24.2819,-2.9909,0.5000,1.3847,0.0245,0.0000,-0.1321,0.0260,0.0000
0.249,-24.2681,-2.9906,0.5000,1.3834,0.0247,0.0000,-0.1344,0.0254,0.0000
0.259,-24.2542,-2.9904,0.5000,1.3821,0.0250,0.0000,-0.1365,0.0248,0.0000
0.269,-24.2404,-2.9901,0.5000,1.3807,0.0252,0.0000,-0.1384,0.0243,0.0000
0.279,-24.2267,-2.9899,0.5000,1.3793,0.0255,0.0000,-0.1401,0.0237,0.0000
0.289,-24.2129,-2.9896,0.5000,1.3779,0.0257,0.0000,-0.1417,0.0230,0.0000
0.299,-24.1991,-2.9893,0.5000,1.3765,0.0259,0.0000,-0.1432,0.0224,0.0000
0.309,-24.1853,-2.9891,0.5000,1.3750,0.0261,0.0000,-0.1444,0.0218,0.0000
0.319,-24.1716,-2.9888,0.5000,1.3736,0.0264,0.0000,-0.1456,0.0211,0.0000
0.329,-24.1579,-2.9886,0.5000,1.3721,0.0266,0.0000,-0.1466,0.0205,0.0000
0.339,-24.1442,-2.9883,0.5000,1.3706,0.0268,0.0000,-0.1474,0.0198,0.0000
0.349,-24.1305,-2.9880,0.5000,1.3692,0.0270,0.0000,-0.1482,0.0192,0.0000
0.359,-24.1168,-2.9877,0.5000,1.3677,0.0271,0.0000,-0.1487,0.0185,0.0000
