t,x,y,z,vx,vy,vz,ax,ay,az
0.034,-24.6522,3.0000,0.5000,1.4125,-0.0000,0.0000,0.0167,-0.0000,0.0000
0.044,-24.6381,3.0000,0.5000,1.4126,-0.0000,0.0000,0.0089,-0.0000,0.0000
0.054,-24.6240,3.0000,0.5000,1.4127,-0.0000,0.0000,0.0013,-0.0000,0.0000
0.064,-24.6098,3.0000,0.5000,1.4126,-0.0000,0.0000,-0.0060,-0.0000,0.0000
0.074,-24.5957,3.0000,0.5000,1.4125,-0.0000,0.0000,-0.0131,-0.0000,0.0000
0.084,-24.5816,3.0000,0.5000,1.4124,-0.0000,0.0000,-0.0200,-0.0000,0.0000
0.094,-24.5675,3.0000,0.5000,1.4121,-0.0000,0.0000,-0.0266,-0.0000,0.0000
0.104,-24.5534,3.0000,0.5000,1.4118,-0.0000,0.0000,-0.0330,-0.0000,0.0000
0.114,-24.5392,3.0000,0.5000,1.4115,-0.0000,0.0000,-0.0392,-0.0000,0.0000
0.124,-24.5251,3.0000,0.5000,1.4111,-0.0000,0.0000,-0.0451,-0.0000,0.0000
0.134,-24.5110,3.0000,0.5000,1.4106,-0.0000,0.0000,-0.0509,-0.0000,0.0000
0.144,-24.4969,3.0000,0.5000,1.4100,-0.0000,0.0000,-0.0564,-0.0000,0.0000
0.154,-24.4828,3.0000,0.5000,1.4095,-0.0000,0.0000,-0.0617,-0.0000,0.0000
0.164,-24.4687,3.0000,0.5000,1.4088,-0.0000,0.0000,-0.0668,-0.0000,0.0000
0.174,-24.4546,3.0000,0.5000,1.4081,-0.0000,0.0000,-0.0717,-0.0000,0.0000
0.184,-24.4406,3.0000,0.5000,1.4074,-0.0000,0.0000,-0.0763,-0.0000,0.0000
0.194,-24.4265,3.0000,0.5000,1.4066,-0.0000,0.0000,-0.0808,-0.0000,0.0000
0.204,-24.4124,3.0000,0.5000,1.4058,-0.0000,0.0000,-0.0851,-0.0000,0.0000
0.214,-24.3984,3.0000,0.5000,1.4049,-0.0000,0.0000,-0.0892,-0.0000,0.0000
0.224,-24.3843,3.0000,0.5000,1.4040,-0.0000,0.0000,-0.0931,-0.0000,0.0000
0.234,-24.3703,3.0000,0.5000,1.4030,-0.0000,0.0000,-0.0968,-0.0000,0.0000
0.244,-24.3562,3.0000,0.5000,1.4020,-0.0000,0.0000,-0.1004,-0.0000,0.0000
0.254,-24.3423,3.0000,0.5000,1.4010,-0.0000,0.0000,-0.1037,-0.0000,0.0000
0.264,-24.3283,3.0000,0.5000,1.4000,-0.0000,0.0000,-0.1068,-0.0000,0.0000
0.274,-24.3143,3.0000,0.5000,1.3989,-0.0000,0.0000,-0.1098,-0.0000,0.0000
0.284,-24.3003,3.0000,0.5000,1.3978,-0.0000,0.0000,-0.1126,-0.0000,0.0000
0.294,-24.2863,3.0000,0.5000,1.3966,-0.0000,0.0000,-0.1153,-0.0000,0.0000
0.304,-24.2723,3.0000,0.5000,1.3955,-0.0000,0.0000,-0.1178,-0.0000,0.0000
0.314,-24.2584,3.0000,0.5000,1.3943,-0.0000,0.0000,-0.1201,-0.0000,0.0000
0.324,-24.2444,3.0000,0.5000,1.3931,-0.0000,0.0000,-0.1222,-0.0000,0.0000
0.334,-24.2305,3.0000,0.5000,1.3918,-0.0000,0.0000,-0.1242,-0.0000,0.0000
0.344,-24.2166,3.0000,0.5000,1.3906,-0.0000,0.0000,-0.1260,-0.0000,0.0000
0.354,-24.2027,3.0000,0.5000,1.3893,-0.0000,0.0000,-0.1277,-0.0000,0.0000
0.364,-24.1888,3.0000,0.5000,1.3880,-0.0000,0.0000,-0.1292,-0.0000,0.0000
0.374,-24.1749,3.0000,0.5000,1.3867,-0.0000,0.0000,-0.1306,-0.0000,0.0000
0.384,-24.1611,3.0000,0.5000,1.3854,-0.0000,0.0000,-0.1318,-0.0000,0.0000
0.394,-24.1472,3.0000,0.5000,1.3841,-0.0000,0.0000,-0.1330,-0.0000,0.0000
0.404,-24.1334,3.0000,0.5000,1.3828,-0.0000,0.0000,-0.1339,-0.0000,0.0000
0.414,-24.1196,3.0000,0.5000,1.3814,-0.0000,0.0000,-0.1347,-0.0000,0.0000
0.424,-24.1058,3.0000,0.5000,1.3801,-0.0000,0.0000,-0.1354,-0.0000,0.0000
0.434,-24.0920,3.0000,0.5000,1.3787,-0.0000,0.0000,-0.1360,-0.0000,0.0000
0.444,-24.0782,3.0000,0.5000,1.3774,-0.0000,0.0000,-0.1364,-0.0000,0.0000
0.454,-24.0644,3.0000,0.5000,1.3760,-0.0000,0.0000,-0.1368,-0.0000,0.0000
0.464,-24.0507,3.0000,0.5000,1.3746,-0.0000,0.0000,-0.1370,-0.0000,0.0000
